Time,Correct,Real cid,Classified cid,Score,Percentage,Queue Distribution
148727,True,274.0,265.0,0.10691411678607647,0.07142857142857142,"{93.0: {93.0: 5, 294.0: 1}, 119.0: {119.0: 13}, 129.0: {129.0: 2, 212.0: 1}, 177.0: {177.0: 3}, 204.0: {204.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 12, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}}"
148819,True,274.0,265.0,0.11536253243684769,0.06666666666666667,"{93.0: {93.0: 5, 294.0: 1}, 129.0: {129.0: 2, 212.0: 1}, 177.0: {177.0: 3}, 204.0: {204.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 13, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}}"
149823,True,274.0,265.0,0.11252288073301316,0.0625,"{93.0: {93.0: 5, 294.0: 1}, 129.0: {129.0: 2, 212.0: 1}, 177.0: {177.0: 3}, 204.0: {204.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 14, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}}"
149877,True,274.0,265.0,0.10937947640195489,0.058823529411764705,"{93.0: {93.0: 5, 294.0: 1}, 129.0: {129.0: 2, 212.0: 1}, 177.0: {177.0: 3}, 204.0: {204.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 15, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}}"
149890,True,274.0,265.0,0.11643069675740074,0.05555555555555555,"{93.0: {93.0: 5, 294.0: 1}, 129.0: {129.0: 2, 212.0: 1}, 177.0: {177.0: 3}, 204.0: {204.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 16, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}}"
149943,True,274.0,265.0,0.11529527397619353,0.05263157894736842,"{93.0: {93.0: 5, 294.0: 1}, 129.0: {129.0: 2, 212.0: 1}, 177.0: {177.0: 3}, 204.0: {204.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 17, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}}"
150359,True,274.0,265.0,0.11410622416358245,0.05,"{93.0: {93.0: 5, 294.0: 1}, 129.0: {129.0: 2, 212.0: 1}, 177.0: {177.0: 3}, 204.0: {204.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 18, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}}"
150460,True,274.0,265.0,0.11533654890954495,0.047619047619047616,"{93.0: {93.0: 5, 294.0: 1}, 129.0: {129.0: 2, 212.0: 1}, 177.0: {177.0: 3}, 204.0: {204.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 19, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}}"
150511,True,274.0,265.0,0.11756041347980499,0.045454545454545456,"{93.0: {93.0: 5, 294.0: 1}, 129.0: {129.0: 2, 212.0: 1}, 177.0: {177.0: 3}, 204.0: {204.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 20, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}}"
151644,True,274.0,265.0,0.11818165965378284,0.043478260869565216,"{93.0: {93.0: 5, 294.0: 1}, 204.0: {204.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 21, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}}"
151745,True,274.0,265.0,0.11874755583703518,0.041666666666666664,"{93.0: {93.0: 5, 294.0: 1}, 204.0: {204.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 22, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}}"
151779,True,274.0,265.0,0.11810150481760502,0.04,"{93.0: {93.0: 5, 294.0: 1}, 204.0: {204.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 23, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}}"
152516,True,274.0,265.0,0.11890104971826077,0.038461538461538464,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 24, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}}"
152542,True,274.0,265.0,0.11863876320421696,0.037037037037037035,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 25, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}}"
152558,True,274.0,265.0,0.11558338850736619,0.03571428571428571,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 26, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}}"
152564,True,274.0,265.0,0.11032231338322163,0.034482758620689655,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}}"
152595,False,274.0,274.0,-1,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}}"
153068,True,316.0,316.0,-1,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 1}}"
153071,True,316.0,316.0,0.10329113155603409,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 2}}"
153074,True,316.0,316.0,0.10328514501452446,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 3}}"
153083,True,316.0,316.0,0.10313151031732559,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 4}}"
153182,True,316.0,316.0,0.10320060327649117,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 5}}"
153198,True,316.0,316.0,0.10327155143022537,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 6}}"
154016,True,316.0,316.0,0.10334131494164467,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 7}}"
154031,True,316.0,316.0,0.10178217504705701,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 8}}"
155430,True,316.0,316.0,0.10324003919959068,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 9}}"
155460,True,316.0,316.0,0.10183931473228666,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 10}}"
155515,True,316.0,316.0,0.10212033167481423,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 11}}"
156281,True,316.0,316.0,0.10295238481326537,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 12}}"
157162,True,329.0,329.0,-1,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 12}, 329.0: {329.0: 1}}"
157179,True,329.0,329.0,-1,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 12}, 329.0: {329.0: 2}}"
157184,True,329.0,329.0,-1,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 12}, 329.0: {329.0: 3}}"
157187,True,329.0,329.0,-1,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 12}, 329.0: {329.0: 4}}"
157192,True,329.0,329.0,-1,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 12}, 329.0: {329.0: 5}}"
157197,True,329.0,329.0,-1,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 12}, 329.0: {329.0: 6}}"
157276,True,329.0,329.0,-1,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 12}, 329.0: {329.0: 7}}"
157318,True,329.0,329.0,-1,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 12}, 329.0: {329.0: 8}}"
157426,True,329.0,329.0,-1,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 12}, 329.0: {329.0: 9}}"
157737,True,329.0,329.0,-1,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 12}, 329.0: {329.0: 10}}"
157871,True,329.0,329.0,-1,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 12}, 329.0: {329.0: 11}}"
157997,True,329.0,329.0,-1,1.0,"{93.0: {93.0: 5, 294.0: 1}, 227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 294.0: {294.0: 30}, 292.0: {292.0: 33}, 274.0: {274.0: 1}, 316.0: {316.0: 12}, 329.0: {329.0: 12}}"
161429,True,333.0,333.0,-1,1.0,"{227.0: {227.0: 1, 250.0: 4, 270.0: 2}, 265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 274.0: {274.0: 1}, 316.0: {316.0: 12}, 329.0: {329.0: 12}, 333.0: {333.0: 1}}"
161703,True,333.0,333.0,-1,1.0,"{265.0: {265.0: 1, 274.0: 27, 292.0: 1}, 274.0: {274.0: 1}, 316.0: {316.0: 12}, 329.0: {329.0: 12}, 333.0: {333.0: 2}}"
163084,True,329.0,329.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}}"
163771,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 1}}"
163778,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 2}}"
163781,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 3}}"
163782,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 4}}"
163783,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 5}}"
163790,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 6}}"
163793,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 7}}"
163800,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 8}}"
163805,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 9}}"
163807,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 10}}"
163808,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 11}}"
163811,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 12}}"
163818,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 13}}"
163826,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 14}}"
163834,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 15}}"
163843,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 16}}"
163850,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 17}}"
163854,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 18}}"
163928,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 19}}"
163951,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 20}}"
163970,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 21}}"
164045,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 22}}"
164140,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 23}}"
164241,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 24}}"
164257,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 25}}"
164263,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 26}}"
164291,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 27}}"
164292,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 28}}"
164301,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 29}}"
164306,True,357.0,357.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 29}, 357.0: {357.0: 1}}"
164347,True,352.0,352.0,0.2257041953637783,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 30}, 357.0: {357.0: 1}}"
164536,False,352.0,357.0,0.19988347589969635,0.5,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 30}, 357.0: {357.0: 1, 352.0: 1}}"
164792,True,357.0,357.0,-1,0.6666666666666666,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 30}, 357.0: {357.0: 2, 352.0: 1}}"
164852,True,357.0,357.0,-1,0.75,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 30}, 357.0: {357.0: 3, 352.0: 1}}"
164871,True,357.0,357.0,-1,0.8,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 30}, 357.0: {357.0: 4, 352.0: 1}}"
164977,True,357.0,357.0,-1,0.8333333333333334,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 30}, 357.0: {357.0: 5, 352.0: 1}}"
165109,True,357.0,357.0,-1,0.8571428571428571,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 30}, 357.0: {357.0: 6, 352.0: 1}}"
165116,True,357.0,357.0,-1,0.875,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 30}, 357.0: {357.0: 7, 352.0: 1}}"
165173,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 7, 352.0: 1}}"
165174,True,357.0,357.0,-1,0.8888888888888888,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 8, 352.0: 1}}"
165182,True,357.0,357.0,-1,0.9,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 9, 352.0: 1}}"
165189,True,357.0,357.0,-1,0.9090909090909091,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 10, 352.0: 1}}"
165209,True,357.0,357.0,-1,0.9166666666666666,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 11, 352.0: 1}}"
165238,True,357.0,357.0,-1,0.9230769230769231,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 12, 352.0: 1}}"
165240,True,357.0,357.0,-1,0.9285714285714286,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 13, 352.0: 1}}"
165274,True,357.0,357.0,-1,0.9333333333333333,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 14, 352.0: 1}}"
165319,True,357.0,357.0,-1,0.9375,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 15, 352.0: 1}}"
165365,True,357.0,357.0,-1,0.9411764705882353,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 16, 352.0: 1}}"
165367,True,357.0,357.0,-1,0.9444444444444444,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 17, 352.0: 1}}"
165398,True,357.0,357.0,-1,0.9473684210526315,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 18, 352.0: 1}}"
165420,True,357.0,357.0,-1,0.95,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 19, 352.0: 1}}"
165429,True,357.0,357.0,-1,0.9523809523809523,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 20, 352.0: 1}}"
165431,True,357.0,357.0,-1,0.9545454545454546,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 21, 352.0: 1}}"
165435,True,357.0,357.0,-1,0.9565217391304348,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 22, 352.0: 1}}"
165439,True,357.0,357.0,-1,0.9583333333333334,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 23, 352.0: 1}}"
165441,True,357.0,357.0,-1,0.96,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 24, 352.0: 1}}"
165452,True,357.0,357.0,-1,0.9615384615384616,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 25, 352.0: 1}}"
165454,True,357.0,357.0,-1,0.9629629629629629,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 26, 352.0: 1}}"
165459,True,357.0,357.0,-1,0.9642857142857143,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 27, 352.0: 1}}"
165462,True,357.0,357.0,-1,0.9655172413793104,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 28, 352.0: 1}}"
165464,True,357.0,357.0,-1,0.9666666666666667,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 31}, 357.0: {357.0: 29, 352.0: 1}}"
165831,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 32}, 357.0: {357.0: 29, 352.0: 1}}"
165878,False,352.0,357.0,0.06374651100486517,0.9354838709677419,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 32}, 357.0: {357.0: 29, 352.0: 2}}"
166258,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 33}, 357.0: {357.0: 29, 352.0: 2}}"
166336,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 34}, 357.0: {357.0: 29, 352.0: 2}}"
166350,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 35}, 357.0: {357.0: 29, 352.0: 2}}"
166366,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 36}, 357.0: {357.0: 29, 352.0: 2}}"
166391,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 37}, 357.0: {357.0: 29, 352.0: 2}}"
166392,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 38}, 357.0: {357.0: 29, 352.0: 2}}"
166848,True,352.0,352.0,-1,1.0,"{316.0: {316.0: 12}, 329.0: {329.0: 13}, 333.0: {333.0: 2}, 352.0: {352.0: 39}, 357.0: {357.0: 29, 352.0: 2}}"
