timer,cid,global,local with mapping,local
110000,"[(264.0, 48566.0), (184.0, 84220.0), (238.0, 85408.0), (427.0, 129341.0), (224.0, 289901.0), (137.0, 294998.0), (451.0, 305513.0), (368.0, 325621.0), (161.0, 362780.0), (269.0, 370652.0), (212.0, 397014.0), (359.0, 425723.0), (21.0, 430818.0), (120.0, 503478.0), (266.0, 548006.0), (45.0, 578992.0), (191.0, 603113.0), (280.0, 604309.0), (240.0, 698539.0), (348.0, 826160.0), (524.0, 930331.0), (35.0, 1293584.0), (471.0, 1638178.0), (230.0, 1850155.0), (310.0, 1931623.0), (193.0, 2070171.0), (70.0, 2152643.0), (228.0, 2236368.0), (206.0, 2239329.0), (63.0, 2394371.0), (65.0, 2672994.0), (71.0, 3023594.0), (362.0, 3142198.0), (119.0, 3248744.0), (520.0, 3451961.0), (61.0, 3530007.0), (67.0, 3994365.0), (158.0, 4243128.0), (156.0, 4943687.0), (307.0, 29045301.0)]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]"
120000,"[(264.0, 48566.0), (184.0, 84220.0), (238.0, 85408.0), (427.0, 129341.0), (224.0, 289901.0), (137.0, 294998.0), (451.0, 305513.0), (368.0, 325621.0), (161.0, 362780.0), (269.0, 370652.0), (212.0, 397014.0), (359.0, 425723.0), (21.0, 430818.0), (120.0, 503478.0), (266.0, 548006.0), (45.0, 578992.0), (191.0, 603113.0), (280.0, 604309.0), (240.0, 698539.0), (348.0, 826160.0), (524.0, 930331.0), (35.0, 1293584.0), (471.0, 1638178.0), (230.0, 1850155.0), (310.0, 1931623.0), (193.0, 2070171.0), (70.0, 2152643.0), (228.0, 2236368.0), (206.0, 2239329.0), (63.0, 2394371.0), (65.0, 2672994.0), (71.0, 3023594.0), (362.0, 3142198.0), (119.0, 3248744.0), (520.0, 3451961.0), (61.0, 3530007.0), (67.0, 3994365.0), (158.0, 4243128.0), (156.0, 4943687.0), (307.0, 29045301.0)]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]"
130000,"[(264.0, 48566.0), (184.0, 84220.0), (238.0, 85408.0), (427.0, 129341.0), (224.0, 289901.0), (137.0, 294998.0), (451.0, 305513.0), (368.0, 325621.0), (161.0, 362780.0), (269.0, 370652.0), (212.0, 397014.0), (359.0, 425723.0), (21.0, 430818.0), (120.0, 503478.0), (266.0, 548006.0), (45.0, 578992.0), (191.0, 603113.0), (280.0, 604309.0), (240.0, 698539.0), (348.0, 826160.0), (524.0, 930331.0), (35.0, 1293584.0), (471.0, 1638178.0), (230.0, 1850155.0), (310.0, 1931623.0), (193.0, 2070171.0), (70.0, 2152643.0), (228.0, 2236368.0), (206.0, 2239329.0), (63.0, 2394371.0), (65.0, 2672994.0), (71.0, 3023594.0), (362.0, 3142198.0), (119.0, 3248744.0), (520.0, 3451961.0), (61.0, 3530007.0), (67.0, 3994365.0), (158.0, 4243128.0), (156.0, 4943687.0), (307.0, 29045301.0)]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]"
140000,"[(264.0, 48566.0), (184.0, 84220.0), (238.0, 85408.0), (427.0, 129341.0), (224.0, 289901.0), (137.0, 294998.0), (451.0, 305513.0), (368.0, 325621.0), (161.0, 362780.0), (269.0, 370652.0), (212.0, 397014.0), (359.0, 425723.0), (21.0, 430818.0), (120.0, 503478.0), (266.0, 548006.0), (45.0, 578992.0), (191.0, 603113.0), (280.0, 604309.0), (240.0, 698539.0), (348.0, 826160.0), (524.0, 930331.0), (35.0, 1293584.0), (471.0, 1638178.0), (230.0, 1850155.0), (310.0, 1931623.0), (193.0, 2070171.0), (70.0, 2152643.0), (228.0, 2236368.0), (206.0, 2239329.0), (63.0, 2394371.0), (65.0, 2672994.0), (71.0, 3023594.0), (362.0, 3142198.0), (119.0, 3248744.0), (520.0, 3451961.0), (61.0, 3530007.0), (67.0, 3994365.0), (158.0, 4243128.0), (156.0, 4943687.0), (307.0, 29045301.0)]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]"
150000,"[(264.0, 48566.0), (184.0, 84220.0), (238.0, 85408.0), (427.0, 129341.0), (224.0, 289901.0), (137.0, 294998.0), (451.0, 305513.0), (368.0, 325621.0), (161.0, 362780.0), (269.0, 370652.0), (212.0, 397014.0), (359.0, 425723.0), (21.0, 430818.0), (120.0, 503478.0), (266.0, 548006.0), (45.0, 578992.0), (191.0, 603113.0), (280.0, 604309.0), (240.0, 698539.0), (348.0, 826160.0), (524.0, 930331.0), (35.0, 1293584.0), (471.0, 1638178.0), (230.0, 1850155.0), (310.0, 1931623.0), (193.0, 2070171.0), (70.0, 2152643.0), (228.0, 2236368.0), (206.0, 2239329.0), (63.0, 2394371.0), (65.0, 2672994.0), (71.0, 3023594.0), (362.0, 3142198.0), (119.0, 3248744.0), (520.0, 3451961.0), (61.0, 3530007.0), (67.0, 3994365.0), (158.0, 4243128.0), (156.0, 4943687.0), (307.0, 29045301.0)]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]"
160000,"[(264.0, 48566.0), (184.0, 84220.0), (238.0, 85408.0), (427.0, 129341.0), (224.0, 289901.0), (137.0, 294998.0), (451.0, 305513.0), (368.0, 325621.0), (161.0, 362780.0), (269.0, 370652.0), (212.0, 397014.0), (359.0, 425723.0), (21.0, 430818.0), (120.0, 503478.0), (266.0, 548006.0), (45.0, 578992.0), (191.0, 603113.0), (280.0, 604309.0), (240.0, 698539.0), (348.0, 826160.0), (524.0, 930331.0), (35.0, 1293584.0), (471.0, 1638178.0), (230.0, 1850155.0), (310.0, 1931623.0), (193.0, 2070171.0), (70.0, 2152643.0), (228.0, 2236368.0), (206.0, 2239329.0), (63.0, 2394371.0), (65.0, 2672994.0), (71.0, 3023594.0), (362.0, 3142198.0), (119.0, 3248744.0), (520.0, 3451961.0), (61.0, 3530007.0), (67.0, 3994365.0), (158.0, 4243128.0), (156.0, 4943687.0), (307.0, 29045301.0)]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]"
170000,"[(264.0, 48566.0), (184.0, 84220.0), (238.0, 85408.0), (427.0, 129341.0), (224.0, 289901.0), (137.0, 294998.0), (451.0, 305513.0), (368.0, 325621.0), (161.0, 362780.0), (269.0, 370652.0), (212.0, 397014.0), (359.0, 425723.0), (21.0, 430818.0), (120.0, 503478.0), (266.0, 548006.0), (45.0, 578992.0), (191.0, 603113.0), (280.0, 604309.0), (240.0, 698539.0), (348.0, 826160.0), (524.0, 930331.0), (35.0, 1293584.0), (471.0, 1638178.0), (230.0, 1850155.0), (310.0, 1931623.0), (193.0, 2070171.0), (70.0, 2152643.0), (228.0, 2236368.0), (206.0, 2239329.0), (63.0, 2394371.0), (65.0, 2672994.0), (71.0, 3023594.0), (362.0, 3142198.0), (119.0, 3248744.0), (520.0, 3451961.0), (61.0, 3530007.0), (67.0, 3994365.0), (158.0, 4243128.0), (156.0, 4943687.0), (307.0, 29045301.0)]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]"
180000,"[(264.0, 48566.0), (184.0, 84220.0), (238.0, 85408.0), (427.0, 129341.0), (224.0, 289901.0), (137.0, 294998.0), (451.0, 305513.0), (368.0, 325621.0), (161.0, 362780.0), (269.0, 370652.0), (212.0, 397014.0), (359.0, 425723.0), (21.0, 430818.0), (120.0, 503478.0), (266.0, 548006.0), (45.0, 578992.0), (191.0, 603113.0), (280.0, 604309.0), (240.0, 698539.0), (348.0, 826160.0), (524.0, 930331.0), (35.0, 1293584.0), (471.0, 1638178.0), (230.0, 1850155.0), (310.0, 1931623.0), (193.0, 2070171.0), (70.0, 2152643.0), (228.0, 2236368.0), (206.0, 2239329.0), (63.0, 2394371.0), (65.0, 2672994.0), (71.0, 3023594.0), (362.0, 3142198.0), (119.0, 3248744.0), (520.0, 3451961.0), (61.0, 3530007.0), (67.0, 3994365.0), (158.0, 4243128.0), (156.0, 4943687.0), (307.0, 29045301.0)]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]"
190000,"[(264.0, 48566.0), (184.0, 84220.0), (238.0, 85408.0), (427.0, 129341.0), (224.0, 289901.0), (137.0, 294998.0), (451.0, 305513.0), (368.0, 325621.0), (161.0, 362780.0), (269.0, 370652.0), (212.0, 397014.0), (359.0, 425723.0), (21.0, 430818.0), (120.0, 503478.0), (266.0, 548006.0), (45.0, 578992.0), (191.0, 603113.0), (280.0, 604309.0), (240.0, 698539.0), (348.0, 826160.0), (524.0, 930331.0), (35.0, 1293584.0), (471.0, 1638178.0), (230.0, 1850155.0), (310.0, 1931623.0), (193.0, 2070171.0), (70.0, 2152643.0), (228.0, 2236368.0), (206.0, 2239329.0), (63.0, 2394371.0), (65.0, 2672994.0), (71.0, 3023594.0), (362.0, 3142198.0), (119.0, 3248744.0), (520.0, 3451961.0), (61.0, 3530007.0), (67.0, 3994365.0), (158.0, 4243128.0), (156.0, 4943687.0), (307.0, 29045301.0)]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]"
200000,"[(264.0, 48566.0), (184.0, 84220.0), (238.0, 85408.0), (427.0, 129341.0), (224.0, 289901.0), (137.0, 294998.0), (451.0, 305513.0), (368.0, 325621.0), (161.0, 362780.0), (269.0, 370652.0), (212.0, 397014.0), (359.0, 425723.0), (21.0, 430818.0), (120.0, 503478.0), (266.0, 548006.0), (45.0, 578992.0), (191.0, 603113.0), (280.0, 604309.0), (240.0, 698539.0), (348.0, 826160.0), (524.0, 930331.0), (35.0, 1293584.0), (471.0, 1638178.0), (230.0, 1850155.0), (310.0, 1931623.0), (193.0, 2070171.0), (70.0, 2152643.0), (228.0, 2236368.0), (206.0, 2239329.0), (63.0, 2394371.0), (65.0, 2672994.0), (71.0, 3023594.0), (362.0, 3142198.0), (119.0, 3248744.0), (520.0, 3451961.0), (61.0, 3530007.0), (67.0, 3994365.0), (158.0, 4243128.0), (156.0, 4943687.0), (307.0, 29045301.0)]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]"
210000,"[(264.0, 48566.0), (184.0, 84220.0), (238.0, 85408.0), (427.0, 129341.0), (224.0, 289901.0), (137.0, 294998.0), (451.0, 305513.0), (368.0, 325621.0), (161.0, 362780.0), (269.0, 370652.0), (212.0, 397014.0), (359.0, 425723.0), (21.0, 430818.0), (120.0, 503478.0), (266.0, 548006.0), (45.0, 578992.0), (191.0, 603113.0), (280.0, 604309.0), (240.0, 698539.0), (348.0, 826160.0), (524.0, 930331.0), (35.0, 1293584.0), (471.0, 1638178.0), (230.0, 1850155.0), (310.0, 1931623.0), (193.0, 2070171.0), (70.0, 2152643.0), (228.0, 2236368.0), (206.0, 2239329.0), (63.0, 2394371.0), (65.0, 2672994.0), (71.0, 3023594.0), (362.0, 3142198.0), (119.0, 3248744.0), (520.0, 3451961.0), (61.0, 3530007.0), (67.0, 3994365.0), (158.0, 4243128.0), (156.0, 4943687.0), (307.0, 29045301.0)]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]"
220000,"[(264.0, 48566.0), (184.0, 84220.0), (238.0, 85408.0), (427.0, 129341.0), (224.0, 289901.0), (137.0, 294998.0), (451.0, 305513.0), (368.0, 325621.0), (161.0, 362780.0), (269.0, 370652.0), (212.0, 397014.0), (359.0, 425723.0), (21.0, 430818.0), (120.0, 503478.0), (266.0, 548006.0), (45.0, 578992.0), (191.0, 603113.0), (280.0, 604309.0), (240.0, 698539.0), (348.0, 826160.0), (524.0, 930331.0), (35.0, 1293584.0), (471.0, 1638178.0), (230.0, 1850155.0), (310.0, 1931623.0), (193.0, 2070171.0), (70.0, 2152643.0), (228.0, 2236368.0), (206.0, 2239329.0), (63.0, 2394371.0), (65.0, 2672994.0), (71.0, 3023594.0), (362.0, 3142198.0), (119.0, 3248744.0), (520.0, 3451961.0), (61.0, 3530007.0), (67.0, 3994365.0), (158.0, 4243128.0), (156.0, 4943687.0), (307.0, 29045301.0)]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]"
230000,"[(264.0, 48566.0), (184.0, 84220.0), (238.0, 85408.0), (427.0, 129341.0), (224.0, 289901.0), (137.0, 294998.0), (451.0, 305513.0), (368.0, 325621.0), (161.0, 362780.0), (269.0, 370652.0), (212.0, 397014.0), (359.0, 425723.0), (21.0, 430818.0), (120.0, 503478.0), (266.0, 548006.0), (45.0, 578992.0), (191.0, 603113.0), (280.0, 604309.0), (240.0, 698539.0), (348.0, 826160.0), (524.0, 930331.0), (35.0, 1293584.0), (471.0, 1638178.0), (230.0, 1850155.0), (310.0, 1931623.0), (193.0, 2070171.0), (70.0, 2152643.0), (228.0, 2236368.0), (206.0, 2239329.0), (63.0, 2394371.0), (65.0, 2672994.0), (71.0, 3023594.0), (362.0, 3142198.0), (119.0, 3248744.0), (520.0, 3451961.0), (61.0, 3530007.0), (67.0, 3994365.0), (158.0, 4243128.0), (156.0, 4943687.0), (307.0, 29045301.0)]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]"
240000,"[(264.0, 48566.0), (184.0, 84220.0), (238.0, 85408.0), (427.0, 129341.0), (224.0, 289901.0), (137.0, 294998.0), (451.0, 305513.0), (368.0, 325621.0), (161.0, 362780.0), (269.0, 370652.0), (212.0, 397014.0), (359.0, 425723.0), (21.0, 430818.0), (120.0, 503478.0), (266.0, 548006.0), (45.0, 578992.0), (191.0, 603113.0), (280.0, 604309.0), (240.0, 698539.0), (348.0, 826160.0), (524.0, 930331.0), (35.0, 1293584.0), (471.0, 1638178.0), (230.0, 1850155.0), (310.0, 1931623.0), (193.0, 2070171.0), (70.0, 2152643.0), (228.0, 2236368.0), (206.0, 2239329.0), (63.0, 2394371.0), (65.0, 2672994.0), (71.0, 3023594.0), (362.0, 3142198.0), (119.0, 3248744.0), (520.0, 3451961.0), (61.0, 3530007.0), (67.0, 3994365.0), (158.0, 4243128.0), (156.0, 4943687.0), (307.0, 29045301.0)]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]"
250000,"[(264.0, 48566.0), (184.0, 84220.0), (238.0, 85408.0), (427.0, 129341.0), (224.0, 289901.0), (137.0, 294998.0), (451.0, 305513.0), (368.0, 325621.0), (161.0, 362780.0), (269.0, 370652.0), (212.0, 397014.0), (359.0, 425723.0), (21.0, 430818.0), (120.0, 503478.0), (266.0, 548006.0), (45.0, 578992.0), (191.0, 603113.0), (280.0, 604309.0), (240.0, 698539.0), (348.0, 826160.0), (524.0, 930331.0), (35.0, 1293584.0), (471.0, 1638178.0), (230.0, 1850155.0), (310.0, 1931623.0), (193.0, 2070171.0), (70.0, 2152643.0), (228.0, 2236368.0), (206.0, 2239329.0), (63.0, 2394371.0), (65.0, 2672994.0), (71.0, 3023594.0), (362.0, 3142198.0), (119.0, 3248744.0), (520.0, 3451961.0), (61.0, 3530007.0), (67.0, 3994365.0), (158.0, 4243128.0), (156.0, 4943687.0), (307.0, 29045301.0)]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]"
260000,"[(264.0, 48566.0), (184.0, 84220.0), (238.0, 85408.0), (427.0, 129341.0), (224.0, 289901.0), (137.0, 294998.0), (451.0, 305513.0), (368.0, 325621.0), (161.0, 362780.0), (269.0, 370652.0), (212.0, 397014.0), (359.0, 425723.0), (21.0, 430818.0), (120.0, 503478.0), (266.0, 548006.0), (45.0, 578992.0), (191.0, 603113.0), (280.0, 604309.0), (240.0, 698539.0), (348.0, 826160.0), (524.0, 930331.0), (35.0, 1293584.0), (471.0, 1638178.0), (230.0, 1850155.0), (310.0, 1931623.0), (193.0, 2070171.0), (70.0, 2152643.0), (228.0, 2236368.0), (206.0, 2239329.0), (63.0, 2394371.0), (65.0, 2672994.0), (71.0, 3023594.0), (362.0, 3142198.0), (119.0, 3248744.0), (520.0, 3451961.0), (61.0, 3530007.0), (67.0, 3994365.0), (158.0, 4243128.0), (156.0, 4943687.0), (307.0, 29045301.0)]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]"
270000,"[(264.0, 48566.0), (184.0, 84220.0), (238.0, 85408.0), (427.0, 129341.0), (224.0, 289901.0), (137.0, 294998.0), (451.0, 305513.0), (368.0, 325621.0), (161.0, 362780.0), (269.0, 370652.0), (212.0, 397014.0), (359.0, 425723.0), (21.0, 430818.0), (120.0, 503478.0), (266.0, 548006.0), (45.0, 578992.0), (191.0, 603113.0), (280.0, 604309.0), (240.0, 698539.0), (348.0, 826160.0), (524.0, 930331.0), (35.0, 1293584.0), (471.0, 1638178.0), (230.0, 1850155.0), (310.0, 1931623.0), (193.0, 2070171.0), (70.0, 2152643.0), (228.0, 2236368.0), (206.0, 2239329.0), (63.0, 2394371.0), (65.0, 2672994.0), (71.0, 3023594.0), (362.0, 3142198.0), (119.0, 3248744.0), (520.0, 3451961.0), (61.0, 3530007.0), (67.0, 3994365.0), (158.0, 4243128.0), (156.0, 4943687.0), (307.0, 29045301.0)]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]"
280000,"[(264.0, 48566.0), (184.0, 84220.0), (238.0, 85408.0), (427.0, 129341.0), (224.0, 289901.0), (137.0, 294998.0), (451.0, 305513.0), (368.0, 325621.0), (161.0, 362780.0), (269.0, 370652.0), (212.0, 397014.0), (359.0, 425723.0), (21.0, 430818.0), (120.0, 503478.0), (266.0, 548006.0), (45.0, 578992.0), (191.0, 603113.0), (280.0, 604309.0), (240.0, 698539.0), (348.0, 826160.0), (524.0, 930331.0), (35.0, 1293584.0), (471.0, 1638178.0), (230.0, 1850155.0), (310.0, 1931623.0), (193.0, 2070171.0), (70.0, 2152643.0), (228.0, 2236368.0), (206.0, 2239329.0), (63.0, 2394371.0), (65.0, 2672994.0), (71.0, 3023594.0), (362.0, 3142198.0), (119.0, 3248744.0), (520.0, 3451961.0), (61.0, 3530007.0), (67.0, 3994365.0), (158.0, 4243128.0), (156.0, 4943687.0), (307.0, 29045301.0)]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]"
290000,"[(264.0, 48566.0), (184.0, 84220.0), (238.0, 85408.0), (427.0, 129341.0), (224.0, 289901.0), (137.0, 294998.0), (451.0, 305513.0), (368.0, 325621.0), (161.0, 362780.0), (269.0, 370652.0), (212.0, 397014.0), (359.0, 425723.0), (21.0, 430818.0), (120.0, 503478.0), (266.0, 548006.0), (45.0, 578992.0), (191.0, 603113.0), (280.0, 604309.0), (240.0, 698539.0), (348.0, 826160.0), (524.0, 930331.0), (35.0, 1293584.0), (471.0, 1638178.0), (230.0, 1850155.0), (310.0, 1931623.0), (193.0, 2070171.0), (70.0, 2152643.0), (228.0, 2236368.0), (206.0, 2239329.0), (63.0, 2394371.0), (65.0, 2672994.0), (71.0, 3023594.0), (362.0, 3142198.0), (119.0, 3248744.0), (520.0, 3451961.0), (61.0, 3530007.0), (67.0, 3994365.0), (158.0, 4243128.0), (156.0, 4943687.0), (307.0, 29045301.0)]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]"
300000,"[(264.0, 48566.0), (184.0, 84220.0), (238.0, 85408.0), (427.0, 129341.0), (224.0, 289901.0), (137.0, 294998.0), (451.0, 305513.0), (368.0, 325621.0), (161.0, 362780.0), (269.0, 370652.0), (212.0, 397014.0), (359.0, 425723.0), (21.0, 430818.0), (120.0, 503478.0), (266.0, 548006.0), (45.0, 578992.0), (191.0, 603113.0), (280.0, 604309.0), (240.0, 698539.0), (348.0, 826160.0), (524.0, 930331.0), (35.0, 1293584.0), (471.0, 1638178.0), (230.0, 1850155.0), (310.0, 1931623.0), (193.0, 2070171.0), (70.0, 2152643.0), (228.0, 2236368.0), (206.0, 2239329.0), (63.0, 2394371.0), (65.0, 2672994.0), (71.0, 3023594.0), (362.0, 3142198.0), (119.0, 3248744.0), (520.0, 3451961.0), (61.0, 3530007.0), (67.0, 3994365.0), (158.0, 4243128.0), (156.0, 4943687.0), (307.0, 29045301.0)]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]"
310000,"[(264.0, 48566.0), (184.0, 84220.0), (238.0, 85408.0), (427.0, 129341.0), (224.0, 289901.0), (137.0, 294998.0), (451.0, 305513.0), (368.0, 325621.0), (161.0, 362780.0), (269.0, 370652.0), (212.0, 397014.0), (359.0, 425723.0), (21.0, 430818.0), (120.0, 503478.0), (266.0, 548006.0), (45.0, 578992.0), (191.0, 603113.0), (280.0, 604309.0), (240.0, 698539.0), (348.0, 826160.0), (524.0, 930331.0), (35.0, 1293584.0), (471.0, 1638178.0), (230.0, 1850155.0), (310.0, 1931623.0), (193.0, 2070171.0), (70.0, 2152643.0), (228.0, 2236368.0), (206.0, 2239329.0), (63.0, 2394371.0), (65.0, 2672994.0), (71.0, 3023594.0), (362.0, 3142198.0), (119.0, 3248744.0), (520.0, 3451961.0), (61.0, 3530007.0), (67.0, 3994365.0), (158.0, 4243128.0), (156.0, 4943687.0), (307.0, 29045301.0)]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]","[[], [(224.0, 2705856.0), (228.0, 2705856.0), (307.0, 2705856.0), (310.0, 2705856.0), (362.0, 2705856.0), (451.0, 2705856.0), (520.0, 2705856.0)]]"
