Coflow ID,Start Time,Completion Time,Duration Time
33.0,"[5, 338760, 338755]"
35.0,"[570, 340255, 339685]"
60.0,"[3965, 347570, 343605]"
94.0,"[5470, 354545, 349075]"
95.0,"[5670, 368795, 363125]"
100.0,"[6385, 238575, 232190]"
122.0,"[11690, 371255, 359565]"
124.0,"[12940, 377190, 364250]"
126.0,"[13315, 251585, 238270]"
232.0,"[16510, 219715, 203205]"
234.0,"[16965, 377430, 360465]"
259.0,"[211780, 387630, 175850]"
293.0,"[212690, 396665, 183975]"
327.0,"[213975, 418410, 204435]"
339.0,"[216505, 307775, 91270]"
356.0,"[216680, 216745, 65]"
395.0,"[216750, 310125, 93375]"
452.0,"[216945, 322305, 105360]"
466.0,"[217300, 331160, 113860]"
472.0,"[217555, 334820, 117265]"
AverageCCT,228882.25
