47726,87.0,87.0,14680064.0,14680064.0,1,1
47727,87.0,87.0,14680064.0,14680064.0,1,1
47730,87.0,87.0,14680064.0,14680064.0,1,1
47745,87.0,87.0,14680064.0,14680064.0,1,1
48026,87.0,87.0,14680064.0,14680064.0,1,1
48234,87.0,87.0,14680064.0,14680064.0,1,1
47725,87.0,87.0,14680064.0,14680064.0,1,1
47740,87.0,87.0,14680064.0,14680064.0,1,1
295907,287.0,287.0,851443712.0,851443712.0,2,2
295908,287.0,287.0,851443712.0,851443712.0,2,2
296208,287.0,287.0,851443712.0,851443712.0,2,2
296217,287.0,287.0,851443712.0,851443712.0,2,2
296566,287.0,287.0,851443712.0,851443712.0,2,2
296916,287.0,287.0,851443712.0,851443712.0,2,2
296924,287.0,287.0,851443712.0,851443712.0,2,2
297272,287.0,287.0,851443712.0,851443712.0,2,2
297628,287.0,287.0,851443712.0,851443712.0,2,2
297634,287.0,287.0,851443712.0,851443712.0,2,2
297639,287.0,287.0,851443712.0,851443712.0,2,2
298297,287.0,287.0,851443712.0,851443712.0,2,2
298311,287.0,287.0,851443712.0,851443712.0,2,2
298318,287.0,287.0,851443712.0,851443712.0,2,2
335027,358.0,358.0,115343360.0,115343360.0,2,2
335000,351.0,351.0,6656360448.0,6656360448.0,3,3
335036,358.0,358.0,115343360.0,115343360.0,2,2
335032,358.0,358.0,115343360.0,115343360.0,2,2
335262,351.0,351.0,6656360448.0,6656360448.0,3,3
336736,351.0,351.0,6656360448.0,6656360448.0,3,3
335031,358.0,358.0,115343360.0,115343360.0,2,2
335033,358.0,358.0,115343360.0,115343360.0,2,2
335021,351.0,351.0,6656360448.0,6656360448.0,3,3
336287,351.0,287.0,6656360448.0,851443712.0,3,2
335040,358.0,358.0,115343360.0,115343360.0,2,2
336051,351.0,351.0,6656360448.0,6656360448.0,3,3
335035,358.0,358.0,115343360.0,115343360.0,2,2
335505,351.0,351.0,6656360448.0,6656360448.0,3,3
336027,351.0,351.0,6656360448.0,6656360448.0,3,3
335037,358.0,358.0,115343360.0,115343360.0,2,2
335034,358.0,358.0,115343360.0,115343360.0,2,2
336283,351.0,351.0,6656360448.0,6656360448.0,3,3
335039,358.0,358.0,115343360.0,115343360.0,2,2
336308,351.0,351.0,6656360448.0,6656360448.0,3,3
335038,358.0,358.0,115343360.0,115343360.0,2,2
335006,351.0,351.0,6656360448.0,6656360448.0,3,3
335541,351.0,351.0,6656360448.0,6656360448.0,3,3
336739,351.0,351.0,6656360448.0,6656360448.0,3,3
335516,351.0,351.0,6656360448.0,6656360448.0,3,3
335013,351.0,351.0,6656360448.0,6656360448.0,3,3
335041,358.0,358.0,115343360.0,115343360.0,2,2
335023,351.0,351.0,6656360448.0,6656360448.0,3,3
336752,351.0,287.0,6656360448.0,851443712.0,3,2
335772,351.0,351.0,6656360448.0,6656360448.0,3,3
335766,351.0,351.0,6656360448.0,6656360448.0,3,3
335030,351.0,351.0,6656360448.0,6656360448.0,3,3
335297,351.0,351.0,6656360448.0,6656360448.0,3,3
335211,351.0,351.0,6656360448.0,6656360448.0,3,3
336305,351.0,351.0,6656360448.0,6656360448.0,3,3
336323,351.0,287.0,6656360448.0,851443712.0,3,2
335733,351.0,351.0,6656360448.0,6656360448.0,3,3
335255,351.0,351.0,6656360448.0,6656360448.0,3,3
335735,351.0,351.0,6656360448.0,6656360448.0,3,3
336075,351.0,287.0,6656360448.0,851443712.0,3,2
335028,351.0,351.0,6656360448.0,6656360448.0,3,3
335209,351.0,351.0,6656360448.0,6656360448.0,3,3
335752,351.0,287.0,6656360448.0,851443712.0,3,2
335989,351.0,287.0,6656360448.0,851443712.0,3,2
336708,351.0,287.0,6656360448.0,851443712.0,3,2
336091,351.0,287.0,6656360448.0,851443712.0,3,2
335241,351.0,351.0,6656360448.0,6656360448.0,3,3
336043,351.0,351.0,6656360448.0,6656360448.0,3,3
335519,351.0,351.0,6656360448.0,6656360448.0,3,3
336336,351.0,287.0,6656360448.0,851443712.0,3,2
335706,351.0,287.0,6656360448.0,851443712.0,3,2
335282,351.0,351.0,6656360448.0,6656360448.0,3,3
336355,351.0,287.0,6656360448.0,851443712.0,3,2
336087,351.0,351.0,6656360448.0,6656360448.0,3,3
335287,351.0,287.0,6656360448.0,851443712.0,3,2
335296,351.0,351.0,6656360448.0,6656360448.0,3,3
336600,351.0,351.0,6656360448.0,6656360448.0,3,3
336359,351.0,287.0,6656360448.0,851443712.0,3,2
335500,351.0,351.0,6656360448.0,6656360448.0,3,3
336572,351.0,351.0,6656360448.0,6656360448.0,3,3
335724,351.0,351.0,6656360448.0,6656360448.0,3,3
335521,351.0,351.0,6656360448.0,6656360448.0,3,3
336576,351.0,351.0,6656360448.0,6656360448.0,3,3
336760,351.0,351.0,6656360448.0,6656360448.0,3,3
335486,351.0,287.0,6656360448.0,851443712.0,3,2
335539,351.0,351.0,6656360448.0,6656360448.0,3,3
335778,351.0,351.0,6656360448.0,6656360448.0,3,3
336092,351.0,287.0,6656360448.0,851443712.0,3,2
336004,351.0,287.0,6656360448.0,851443712.0,3,2
335488,351.0,287.0,6656360448.0,851443712.0,3,2
336556,351.0,287.0,6656360448.0,851443712.0,3,2
335220,351.0,287.0,6656360448.0,851443712.0,3,2
335676,351.0,287.0,6656360448.0,851443712.0,3,2
336565,351.0,351.0,6656360448.0,6656360448.0,3,3
335235,351.0,287.0,6656360448.0,851443712.0,3,2
335244,351.0,287.0,6656360448.0,851443712.0,3,2
336732,351.0,287.0,6656360448.0,851443712.0,3,2
335712,351.0,351.0,6656360448.0,6656360448.0,3,3
335524,351.0,351.0,6656360448.0,6656360448.0,3,3
335743,351.0,287.0,6656360448.0,851443712.0,3,2
336741,351.0,287.0,6656360448.0,851443712.0,3,2
335270,351.0,287.0,6656360448.0,851443712.0,3,2
336350,351.0,287.0,6656360448.0,851443712.0,3,2
336362,351.0,287.0,6656360448.0,851443712.0,3,2
