Time,Real cid,Classified cid,Score,Queue Distribution,Representive,Percentage,Queue Size,Dominated
7583,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 63}}",True,1.0,63,True
7599,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 64}}",True,1.0,64,True
7604,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 65}}",True,1.0,65,True
7608,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 66}}",True,1.0,66,True
7609,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 67}}",True,1.0,67,True
7618,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 68}}",True,1.0,68,True
7629,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 69}}",True,1.0,69,True
7643,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 70}}",True,1.0,70,True
7722,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 71}}",True,1.0,71,True
7723,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 72}}",True,1.0,72,True
7750,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 73}}",True,1.0,73,True
7753,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 74}}",True,1.0,74,True
7761,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 75}}",True,1.0,75,True
7808,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 76}}",True,1.0,76,True
7817,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 77}}",True,1.0,77,True
7824,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 78}}",True,1.0,78,True
7835,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 79}}",True,1.0,79,True
7850,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 80}}",True,1.0,80,True
7873,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 81}}",True,1.0,81,True
7878,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 82}}",True,1.0,82,True
7885,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 83}}",True,1.0,83,True
7891,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 84}}",True,1.0,84,True
7898,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 85}}",True,1.0,85,True
7925,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 86}}",True,1.0,86,True
7948,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 87}}",True,1.0,87,True
7954,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 88}}",True,1.0,88,True
7957,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 89}}",True,1.0,89,True
7962,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 90}}",True,1.0,90,True
7982,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 91}}",True,1.0,91,True
7996,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 92}}",True,1.0,92,True
8035,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 93}}",True,1.0,93,True
8063,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 94}}",True,1.0,94,True
8066,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 95}}",True,1.0,95,True
8086,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 96}}",True,1.0,96,True
8091,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 97}}",True,1.0,97,True
8095,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 98}}",True,1.0,98,True
8106,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 99}}",True,1.0,99,True
8116,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 100}}",True,1.0,100,True
8129,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 101}}",True,1.0,101,True
8140,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 102}}",True,1.0,102,True
8149,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 103}}",True,1.0,103,True
8192,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 104}}",True,1.0,104,True
8201,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 105}}",True,1.0,105,True
8239,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 106}}",True,1.0,106,True
8242,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 107}}",True,1.0,107,True
8250,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 108}}",True,1.0,108,True
8261,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 109}}",True,1.0,109,True
8314,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 110}}",True,1.0,110,True
8328,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 111}}",True,1.0,111,True
8341,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 112}}",True,1.0,112,True
8364,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 113}}",True,1.0,113,True
8453,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 114}}",True,1.0,114,True
8485,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 115}}",True,1.0,115,True
8492,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 116}}",True,1.0,116,True
8522,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 117}}",True,1.0,117,True
8523,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 118}}",True,1.0,118,True
8554,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 119}}",True,1.0,119,True
8574,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 120}}",True,1.0,120,True
8587,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 121}}",True,1.0,121,True
8591,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 122}}",True,1.0,122,True
8613,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 123}}",True,1.0,123,True
8615,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 124}}",True,1.0,124,True
8625,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 125}}",True,1.0,125,True
8670,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 126}}",True,1.0,126,True
8672,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 127}}",True,1.0,127,True
8674,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 128}}",True,1.0,128,True
8693,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 129}}",True,1.0,129,True
8730,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 130}}",True,1.0,130,True
8752,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 131}}",True,1.0,131,True
8771,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 132}}",True,1.0,132,True
8800,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 133}}",True,1.0,133,True
8820,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 134}}",True,1.0,134,True
8823,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 135}}",True,1.0,135,True
8829,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 136}}",True,1.0,136,True
8866,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 137}}",True,1.0,137,True
8888,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 138}}",True,1.0,138,True
8891,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 139}}",True,1.0,139,True
8894,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 140}}",True,1.0,140,True
8918,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 141}}",True,1.0,141,True
8940,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 142}}",True,1.0,142,True
8948,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 143}}",True,1.0,143,True
8950,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 144}}",True,1.0,144,True
8982,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 145}}",True,1.0,145,True
9005,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 146}}",True,1.0,146,True
9010,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 147}}",True,1.0,147,True
9011,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 148}}",True,1.0,148,True
9031,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 149}}",True,1.0,149,True
9035,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 150}}",True,1.0,150,True
9056,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 151}}",True,1.0,151,True
9063,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 152}}",True,1.0,152,True
9079,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 153}}",True,1.0,153,True
9081,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 154}}",True,1.0,154,True
9094,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 155}}",True,1.0,155,True
9114,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 156}}",True,1.0,156,True
9146,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 157}}",True,1.0,157,True
9147,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 158}}",True,1.0,158,True
9151,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 159}}",True,1.0,159,True
9176,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 160}}",True,1.0,160,True
9187,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 161}}",True,1.0,161,True
9193,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 162}}",True,1.0,162,True
9204,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 163}}",True,1.0,163,True
9221,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 164}}",True,1.0,164,True
9223,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 165}}",True,1.0,165,True
9227,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 166}}",True,1.0,166,True
9235,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 167}}",True,1.0,167,True
9242,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 168}}",True,1.0,168,True
9262,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 169}}",True,1.0,169,True
9273,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 170}}",True,1.0,170,True
9279,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 171}}",True,1.0,171,True
9285,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 172}}",True,1.0,172,True
9301,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 173}}",True,1.0,173,True
9305,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 174}}",True,1.0,174,True
9309,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 175}}",True,1.0,175,True
9328,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 176}}",True,1.0,176,True
9331,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 177}}",True,1.0,177,True
9355,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 178}}",True,1.0,178,True
9359,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 179}}",True,1.0,179,True
9361,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 180}}",True,1.0,180,True
9390,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 181}}",True,1.0,181,True
9397,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 182}}",True,1.0,182,True
9411,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 183}}",True,1.0,183,True
9419,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 184}}",True,1.0,184,True
9425,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 185}}",True,1.0,185,True
9454,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 186}}",True,1.0,186,True
9462,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 187}}",True,1.0,187,True
9513,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 188}}",True,1.0,188,True
9524,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 189}}",True,1.0,189,True
9529,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 190}}",True,1.0,190,True
9536,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 191}}",True,1.0,191,True
9543,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 192}}",True,1.0,192,True
9561,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 193}}",True,1.0,193,True
9600,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 194}}",True,1.0,194,True
9610,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 195}}",True,1.0,195,True
9634,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 196}}",True,1.0,196,True
9641,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 197}}",True,1.0,197,True
9663,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 198}}",True,1.0,198,True
9672,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 199}}",True,1.0,199,True
9678,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 200}}",True,1.0,200,True
9681,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 201}}",True,1.0,201,True
9695,22.0,22.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 201}, 22.0: {22.0: 1}}",True,1.0,1,True
9745,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 202}, 22.0: {22.0: 1}}",True,1.0,202,True
9801,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 203}, 22.0: {22.0: 1}}",True,1.0,203,True
9813,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 204}, 22.0: {22.0: 1}}",True,1.0,204,True
9877,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 205}, 22.0: {22.0: 1}}",True,1.0,205,True
9903,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 206}, 22.0: {22.0: 1}}",True,1.0,206,True
9929,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 207}, 22.0: {22.0: 1}}",True,1.0,207,True
9933,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 208}, 22.0: {22.0: 1}}",True,1.0,208,True
9967,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 209}, 22.0: {22.0: 1}}",True,1.0,209,True
9983,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 210}, 22.0: {22.0: 1}}",True,1.0,210,True
10007,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 211}, 22.0: {22.0: 1}}",True,1.0,211,True
10015,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 212}, 22.0: {22.0: 1}}",True,1.0,212,True
10017,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 213}, 22.0: {22.0: 1}}",True,1.0,213,True
10041,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 214}, 22.0: {22.0: 1}}",True,1.0,214,True
10047,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 215}, 22.0: {22.0: 1}}",True,1.0,215,True
10067,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 216}, 22.0: {22.0: 1}}",True,1.0,216,True
10150,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 217}, 22.0: {22.0: 1}}",True,1.0,217,True
10162,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 218}, 22.0: {22.0: 1}}",True,1.0,218,True
10167,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 219}, 22.0: {22.0: 1}}",True,1.0,219,True
10210,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 220}, 22.0: {22.0: 1}}",True,1.0,220,True
10265,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 221}, 22.0: {22.0: 1}}",True,1.0,221,True
10288,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 222}, 22.0: {22.0: 1}}",True,1.0,222,True
10306,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 223}, 22.0: {22.0: 1}}",True,1.0,223,True
10311,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 224}, 22.0: {22.0: 1}}",True,1.0,224,True
10329,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 225}, 22.0: {22.0: 1}}",True,1.0,225,True
10384,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 226}, 22.0: {22.0: 1}}",True,1.0,226,True
10408,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 227}, 22.0: {22.0: 1}}",True,1.0,227,True
10414,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 228}, 22.0: {22.0: 1}}",True,1.0,228,True
10417,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 229}, 22.0: {22.0: 1}}",True,1.0,229,True
10442,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 230}, 22.0: {22.0: 1}}",True,1.0,230,True
10478,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 231}, 22.0: {22.0: 1}}",True,1.0,231,True
10506,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 232}, 22.0: {22.0: 1}}",True,1.0,232,True
10508,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 233}, 22.0: {22.0: 1}}",True,1.0,233,True
10513,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 234}, 22.0: {22.0: 1}}",True,1.0,234,True
10536,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 235}, 22.0: {22.0: 1}}",True,1.0,235,True
10599,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 236}, 22.0: {22.0: 1}}",True,1.0,236,True
10618,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 237}, 22.0: {22.0: 1}}",True,1.0,237,True
10630,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 238}, 22.0: {22.0: 1}}",True,1.0,238,True
10698,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 239}, 22.0: {22.0: 1}}",True,1.0,239,True
10703,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 240}, 22.0: {22.0: 1}}",True,1.0,240,True
10802,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 241}, 22.0: {22.0: 1}}",True,1.0,241,True
10804,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 242}, 22.0: {22.0: 1}}",True,1.0,242,True
10820,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 243}, 22.0: {22.0: 1}}",True,1.0,243,True
10841,16.0,16.0,-1,"{11.0: {11.0: 1}, 16.0: {16.0: 244}, 22.0: {22.0: 1}}",True,1.0,244,True
