Coflow ID,Start Time,Completion Time,Duration Time
33.0,"[20, 278760, 278740]"
35.0,"[20, 281120, 281100]"
95.0,"[1800, 405240, 403440]"
100.0,"[2200, 274480, 272280]"
122.0,"[2920, 332540, 329620]"
124.0,"[5240, 428080, 422840]"
126.0,"[4260, 306180, 301920]"
234.0,"[4360, 203740, 199380]"
259.0,"[199180, 441720, 242540]"
293.0,"[199680, 411800, 212120]"
327.0,"[201880, 445360, 243480]"
466.0,"[206180, 400600, 194420]"
60.0,"[1020, 294860, 293840]"
94.0,"[1420, 415220, 413800]"
356.0,"[204400, 204660, 260]"
452.0,"[204680, 394780, 190100]"
232.0,"[4740, 229680, 224940]"
339.0,"[207160, 376980, 169820]"
395.0,"[207720, 386180, 178460]"
472.0,"[209700, 408140, 198440]"
AverageCCT,252577.0
