Time,Major Accuracy,Major Groundtruth,Minor Accuracy,Minor Groundtruth
5200,0.8,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 4, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0}"
5277,0.8333333333333334,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 5, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0}"
5384,0.8571428571428571,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 6, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0}"
5406,1.0,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 0, 86.0: 2}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0}"
5478,0.875,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 7, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0}"
5539,0.8888888888888888,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 8, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0}"
5559,0.9,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 9, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0}"
5569,0.9090909090909091,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 10, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0}"
5725,0.9166666666666666,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 11, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0}"
5748,0.9230769230769231,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 12, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0}"
5878,0.9285714285714286,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 13, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0}"
5883,0.9333333333333333,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 14, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0}"
6028,0.9375,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 15, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0}"
6242,0.9411764705882353,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 16, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0}"
6272,0.9444444444444444,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 17, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0}"
6343,0.9473684210526315,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 18, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0}"
6344,0.95,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 19, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0}"
6345,0.9523809523809523,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 20, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0}"
6346,0.9545454545454546,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 21, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0}"
6361,0.9565217391304348,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 22, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0}"
6362,0.9583333333333334,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 23, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0}"
6363,0.96,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 24, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0}"
6434,0.9615384615384616,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 25, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0}"
6435,0.9629629629629629,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 26, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0}"
6436,0.9642857142857143,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 27, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0}"
6437,0.9655172413793104,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 28, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0}"
6439,0.9666666666666667,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 29, 86.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0}"
6455,0.3333333333333333,"{41.0: 0, 45.0: 0, 2.0: 1, 8.0: 0, 80.0: 0, 86.0: 2}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0}"
6480,0.75,"{41.0: 0, 45.0: 0, 2.0: 1, 8.0: 0, 80.0: 0, 86.0: 3}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0}"
7105,0.967741935483871,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 30, 86.0: 1}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 4}"
7252,0.8,"{41.0: 0, 45.0: 0, 2.0: 1, 8.0: 0, 80.0: 0, 86.0: 4}",0.5,"{44.0: 0, 45.0: 1, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 1, 80.0: 0}"
7396,0.96875,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 31, 86.0: 1}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 9}"
7557,0.9696969696969697,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 32, 86.0: 1}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 9}"
7558,0.9705882352941176,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 33, 86.0: 1}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 9}"
7560,0.9714285714285714,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 34, 86.0: 1}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 9}"
7561,0.9722222222222222,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 35, 86.0: 1}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 9}"
7563,0.972972972972973,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 36, 86.0: 1}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 9}"
7565,0.9736842105263158,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 37, 86.0: 1}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 9}"
7838,0.9743589743589743,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 38, 86.0: 1}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 10}"
7840,0.975,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 39, 86.0: 1}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 10}"
7841,0.975609756097561,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 40, 86.0: 1}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 10}"
7843,0.9761904761904762,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 41, 86.0: 1}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 10}"
7845,0.9767441860465116,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 42, 86.0: 1}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 10}"
7908,1.0,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 0, 86.0: 0, 101.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 0}"
7946,1.0,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 0, 86.0: 0, 101.0: 0, 116.0: 1}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 0}"
7992,1.0,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 0, 86.0: 0, 101.0: 0, 116.0: 2}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 0}"
8376,1.0,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 0, 86.0: 0, 101.0: 0, 116.0: 3}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 0}"
8573,1.0,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 0, 86.0: 0, 101.0: 0, 116.0: 4}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 0}"
8753,1.0,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 0, 86.0: 0, 101.0: 0, 116.0: 5}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 0}"
8833,1.0,"{41.0: 0, 45.0: 0, 2.0: 0, 8.0: 0, 80.0: 0, 86.0: 0, 101.0: 0, 116.0: 6}",0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 0}"
4700,0.022727272727272728,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 42, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
4895,0.9555555555555556,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 43, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
4903,0.9565217391304348,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 44, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
4923,0.9574468085106383,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 45, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
4932,0.9583333333333334,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 46, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
4937,0.9591836734693877,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 47, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
4952,0.96,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 48, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
4959,0.8333333333333334,"{41.0: 0, 45.0: 0, 2.0: 1, 8.0: 0, 80.0: 0, 86.0: 5, 101.0: 0, 116.0: 0}",0.8,"{44.0: 0, 45.0: 1, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 4, 80.0: 0}"
4967,0.9607843137254902,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 49, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
4979,0.9615384615384616,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 50, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
4981,0.9622641509433962,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 51, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
4985,0.9629629629629629,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 52, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
4995,0.9636363636363636,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 53, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
4998,0.9642857142857143,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 54, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
5011,0.9649122807017544,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 55, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
5029,0.9655172413793104,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 56, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
5031,0.9661016949152542,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 57, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
5033,0.9666666666666667,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 58, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
5053,0.9672131147540983,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 59, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
5058,0.967741935483871,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 60, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
5108,0.8571428571428571,"{41.0: 0, 45.0: 0, 2.0: 1, 8.0: 0, 80.0: 0, 86.0: 6, 101.0: 0, 116.0: 0}",0.8,"{44.0: 0, 45.0: 1, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 4, 80.0: 0}"
5251,0.9682539682539683,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 61, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
5266,0.96875,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 62, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
5271,0.9692307692307692,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 63, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
5273,0.9696969696969697,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 64, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
5284,0.9701492537313433,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 65, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
5288,0.9705882352941176,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 66, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
5300,0.9710144927536232,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 67, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
5317,0.9714285714285714,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 68, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
5369,0.971830985915493,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 69, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
5495,0.9722222222222222,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 70, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
5497,0.9726027397260274,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 71, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
5500,0.972972972972973,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 72, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
5630,0.9733333333333334,"{41.0: 0, 45.0: 1, 2.0: 0, 8.0: 0, 80.0: 73, 86.0: 1, 101.0: 0, 116.0: 0}",1.0,"{44.0: 0, 45.0: 0, 41.0: 0, 28.0: 0, 53.0: 0, 76.0: 0, 86.0: 0, 80.0: 32}"
