Coflow ID,Start Time,Completion Time,Duration Time
234.0,"[320, 268480, 268160]"
122.0,"[320, 579520, 579200]"
259.0,"[194240, 918400, 724160]"
327.0,"[194880, 928640, 733760]"
452.0,"[204480, 960320, 755840]"
35.0,"[320, 392000, 391680]"
100.0,"[320, 645760, 645440]"
124.0,"[320, 843200, 842880]"
95.0,"[320, 592000, 591680]"
293.0,"[194880, 1176960, 982080]"
395.0,"[201920, 448960, 247040]"
126.0,"[320, 907840, 907520]"
472.0,"[201920, 497920, 296000]"
33.0,"[320, 656000, 655680]"
339.0,"[210240, 577600, 367360]"
356.0,"[216960, 221120, 4160]"
466.0,"[204480, 918080, 713600]"
60.0,"[320, 739200, 738880]"
94.0,"[320, 434560, 434240]"
232.0,"[320, 388800, 388480]"
AverageCCT,563392.0
