Coflow ID,Start Time,Completion Time,Duration Time
33.0,"[40, 310280, 310240]"
35.0,"[40, 295360, 295320]"
94.0,"[1240, 320440, 319200]"
95.0,"[2040, 366160, 364120]"
122.0,"[1240, 359600, 358360]"
234.0,"[3160, 206840, 203680]"
259.0,"[198200, 383320, 185120]"
293.0,"[200120, 447080, 246960]"
327.0,"[204360, 498920, 294560]"
356.0,"[210520, 462000, 251480]"
452.0,"[209800, 491720, 281920]"
232.0,"[3520, 238680, 235160]"
466.0,"[210320, 443280, 232960]"
472.0,"[210360, 446800, 236440]"
60.0,"[1240, 333600, 332360]"
126.0,"[4880, 374240, 369360]"
100.0,"[3480, 325520, 322040]"
124.0,"[5920, 449760, 443840]"
395.0,"[209240, 407920, 198680]"
339.0,"[209520, 415200, 205680]"
AverageCCT,284374.0
