Time,Real cid,Classified cid,Score,Queue Distribution,Representive,Percentage,Queue Size,Dominated
3666,55.0,55.0,0.09215959161520004,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 3}}",True,1.0,3,True
3745,55.0,55.0,0.09205053001642227,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 4}}",True,1.0,4,True
3787,55.0,55.0,0.09243126772344112,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 5}}",True,1.0,5,True
3820,55.0,55.0,0.0921534314751625,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 6}}",True,1.0,6,True
3884,55.0,55.0,0.09241856634616852,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7}}",True,1.0,7,True
4360,69.0,69.0,-1,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7}, 69.0: {69.0: 1}}",True,1.0,1,True
7012,84.0,84.0,-1,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7}, 69.0: {69.0: 1}, 84.0: {84.0: 1}}",True,1.0,1,True
7153,113.0,55.0,0.01679385932428496,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}}",True,0.125,8,False
7990,165.0,165.0,-1,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 1}}",True,1.0,1,True
8000,165.0,165.0,0.13066700100898743,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 2}}",True,1.0,2,True
8009,165.0,165.0,0.10159908980131149,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 3}}",True,1.0,3,True
8064,165.0,165.0,0.12024435649315517,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 4}}",True,1.0,4,True
8087,165.0,165.0,0.123353511095047,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 5}}",True,1.0,5,True
8484,165.0,165.0,0.12399822473526001,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 6}}",True,1.0,6,True
8747,165.0,165.0,0.12335970501104991,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 7}}",True,1.0,7,True
8772,165.0,165.0,0.1192403297339167,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 8}}",True,1.0,8,True
9051,165.0,165.0,0.11971248593181372,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 9}}",True,1.0,9,True
9052,165.0,165.0,0.11355978747208913,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 10}}",True,1.0,10,True
9247,165.0,165.0,0.12294505164027214,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 11}}",True,1.0,11,True
9445,165.0,165.0,0.12217051942240108,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 12}}",True,1.0,12,True
9476,165.0,165.0,0.12423974772294362,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 13}}",True,1.0,13,True
9634,191.0,191.0,-1,"{39.0: {39.0: 38}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 1}}",True,1.0,1,True
9942,184.0,39.0,0.20889820009469987,"{39.0: {39.0: 38, 184.0: 1}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 1}}",True,0.02564102564102564,39,False
9949,192.0,192.0,-1,"{39.0: {39.0: 38, 184.0: 1}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 1}, 192.0: {192.0: 1}}",True,1.0,1,True
11134,191.0,191.0,0.2334708571434021,"{39.0: {39.0: 38, 184.0: 1}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 2}, 192.0: {192.0: 1}}",True,1.0,2,True
11135,192.0,192.0,0.10787675529718399,"{39.0: {39.0: 38, 184.0: 1}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 2}, 192.0: {192.0: 2}}",True,1.0,2,True
11378,192.0,192.0,0.11269238591194153,"{39.0: {39.0: 38, 184.0: 1}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 2}, 192.0: {192.0: 3}}",True,1.0,3,True
12531,191.0,191.0,0.22373632341623306,"{39.0: {39.0: 38, 184.0: 1}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 3}, 192.0: {192.0: 3}}",True,1.0,3,True
12536,192.0,192.0,0.11264150092999141,"{39.0: {39.0: 38, 184.0: 1}, 15.0: {15.0: 1}, 25.0: {25.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 3}, 192.0: {192.0: 4}}",True,1.0,4,True
13717,191.0,191.0,0.2089576174815496,"{39.0: {39.0: 38, 184.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 4}, 192.0: {192.0: 4}}",True,1.0,4,True
14287,210.0,210.0,-1,"{39.0: {39.0: 38, 184.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 4}, 192.0: {192.0: 4}, 210.0: {210.0: 1}}",True,1.0,1,True
14300,210.0,210.0,0.227683424949646,"{39.0: {39.0: 38, 184.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 4}, 192.0: {192.0: 4}, 210.0: {210.0: 2}}",True,1.0,2,True
14303,210.0,210.0,0.22772980481386185,"{39.0: {39.0: 38, 184.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 69.0: {69.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 4}, 192.0: {192.0: 4}, 210.0: {210.0: 3}}",True,1.0,3,True
15774,210.0,210.0,0.22728464504082999,"{39.0: {39.0: 38, 184.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 4}, 192.0: {192.0: 4}, 210.0: {210.0: 4}}",True,1.0,4,True
16837,238.0,39.0,0.22110503017902375,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 4}, 192.0: {192.0: 4}, 210.0: {210.0: 4}}",True,0.025,40,False
17003,239.0,239.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 4}, 192.0: {192.0: 4}, 210.0: {210.0: 4}, 239.0: {239.0: 1}}",True,1.0,1,True
17020,239.0,192.0,0.08969520777463913,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 1}, 210.0: {210.0: 4}, 239.0: {239.0: 1}}",True,0.2,5,False
17030,239.0,239.0,0.1240200623869896,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 1}, 210.0: {210.0: 4}, 239.0: {239.0: 2}}",True,1.0,2,True
17032,239.0,192.0,0.09508297443389893,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 2}, 210.0: {210.0: 4}, 239.0: {239.0: 2}}",True,0.3333333333333333,6,False
17041,239.0,239.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 2}, 210.0: {210.0: 4}, 239.0: {239.0: 3}}",True,1.0,3,True
17057,239.0,192.0,0.09915151198705037,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1}, 55.0: {55.0: 7, 113.0: 1}, 84.0: {84.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}}",True,0.42857142857142855,7,False
19383,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 1}}",True,1.0,1,True
19391,234.0,234.0,0.19042599201202393,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 2}}",True,1.0,2,True
19399,234.0,234.0,0.19759345054626465,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 3}}",True,1.0,3,True
19445,234.0,234.0,0.19636204838752747,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 4}}",True,1.0,4,True
19503,234.0,39.0,0.17535171136260033,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 4}}",False,0.024390243902439025,41,False
19523,234.0,234.0,0.16717350482940674,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 1}, 165.0: {165.0: 13}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 5}}",True,1.0,5,True
19527,234.0,39.0,0.17375515960156918,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 2}, 165.0: {165.0: 13}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 5}}",False,0.047619047619047616,42,False
19665,234.0,39.0,0.17307122759521007,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 3}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 5}}",False,0.06976744186046512,43,False
19754,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 3}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 6}}",True,1.0,6,True
19780,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 3}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 7}}",True,1.0,7,True
19788,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 3}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 8}}",True,1.0,8,True
19862,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 3}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 9}}",True,1.0,9,True
19878,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 3}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 10}}",True,1.0,10,True
19908,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 3}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 11}}",True,1.0,11,True
19946,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 3}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 12}}",True,1.0,12,True
20022,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 3}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 13}}",True,1.0,13,True
20066,234.0,39.0,0.17800870537757874,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 4}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 13}}",False,0.09090909090909091,44,False
20076,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 4}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 14}}",True,1.0,14,True
20084,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 4}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 15}}",True,1.0,15,True
20116,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 4}, 191.0: {191.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 16}}",True,1.0,16,True
20761,234.0,191.0,0.219893179833889,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 4}, 191.0: {191.0: 4, 234.0: 1}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 16}}",False,0.2,5,False
20835,234.0,191.0,0.2215600937604904,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 4}, 191.0: {191.0: 4, 234.0: 2}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 16}}",False,0.3333333333333333,6,False
21017,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 4}, 191.0: {191.0: 4, 234.0: 2}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 17}}",True,1.0,17,True
21345,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 4}, 191.0: {191.0: 4, 234.0: 2}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 18}}",True,1.0,18,True
21458,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 4}, 191.0: {191.0: 4, 234.0: 2}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 19}}",True,1.0,19,True
21516,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 4}, 191.0: {191.0: 4, 234.0: 2}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 20}}",True,1.0,20,True
21869,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 4}, 191.0: {191.0: 4, 234.0: 2}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 21}}",True,1.0,21,True
22032,234.0,191.0,0.22248470534880957,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 4}, 191.0: {191.0: 4, 234.0: 3}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 21}}",False,0.42857142857142855,7,False
22071,234.0,39.0,0.18175657726824285,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 5}, 191.0: {191.0: 4, 234.0: 3}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 21}}",False,0.1111111111111111,45,False
22544,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 5}, 191.0: {191.0: 4, 234.0: 3}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 22}}",True,1.0,22,True
22612,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 5}, 191.0: {191.0: 4, 234.0: 3}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 23}}",True,1.0,23,True
22632,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 5}, 191.0: {191.0: 4, 234.0: 3}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 24}}",True,1.0,24,True
22651,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 5}, 191.0: {191.0: 4, 234.0: 3}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 25}}",True,1.0,25,True
22774,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 5}, 191.0: {191.0: 4, 234.0: 3}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 26}}",True,1.0,26,True
23059,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 5}, 191.0: {191.0: 4, 234.0: 3}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 27}}",True,1.0,27,True
23101,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 5}, 191.0: {191.0: 4, 234.0: 3}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 28}}",True,1.0,28,True
23223,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 5}, 191.0: {191.0: 4, 234.0: 3}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 29}}",True,1.0,29,True
23489,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 5}, 191.0: {191.0: 4, 234.0: 3}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 30}}",True,1.0,30,True
23525,234.0,191.0,0.22617873762335097,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 5}, 191.0: {191.0: 4, 234.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 30}}",False,0.5,8,False
23551,234.0,234.0,-1,"{39.0: {39.0: 38, 184.0: 1, 238.0: 1, 234.0: 5}, 191.0: {191.0: 4, 234.0: 4}, 192.0: {192.0: 4, 239.0: 3}, 210.0: {210.0: 4}, 239.0: {239.0: 3}, 234.0: {234.0: 31}}",True,1.0,31,True
