    [(237.0, 101087.0), (393.0, 138464.0), (132.0, 138883.0), (369.0, 146163.0), (418.0, 313478.0), (127.0, 426887.0), (395.0, 539014.0), (290.0, 766668.0), (152.0, 1822889.0), (281.0, 1822889.0)]]"
330000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
340000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
350000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
360000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
370000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
380000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
390000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
400000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
410000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
420000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
430000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
440000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
450000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
460000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
470000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
480000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
490000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
500000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
510000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
520000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
530000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
540000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
550000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
560000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
570000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
580000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
590000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
600000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
610000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
620000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
630000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
640000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
650000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
660000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
670000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
680000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
690000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
700000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
710000,"[(433.0, 33499.0), (132.0, 102599.0), (476.0, 172107.0), (455.0, 209025.0), (290.0, 296942.0), (127.0, 341738.0), (478.0, 358964.0), (499.0, 423806.0), (423.0, 428073.0), (395.0, 428138.0), (21.0, 430818.0), (474.0, 461916.0), (397.0, 470282.0), (393.0, 485456.0), (369.0, 552645.0), (267.0, 768234.0), (281.0, 1359089.0), (152.0, 1851783.0), (237.0, 3654194.0), (418.0, 23859511.0)]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]","[[], [(127.0, 1244944.0), (418.0, 1244944.0), (499.0, 1244944.0)]]"
