Coflow ID,Start Time,Completion Time,Duration Time
122.0,"[80, 441920, 441840]"
126.0,"[2480, 323680, 321200]"
234.0,"[2480, 215040, 212560]"
259.0,"[197520, 441040, 243520]"
293.0,"[197520, 561520, 364000]"
327.0,"[200880, 655040, 454160]"
452.0,"[210880, 580800, 369920]"
124.0,"[80, 318720, 318640]"
232.0,"[2480, 256240, 253760]"
356.0,"[216960, 218000, 1040]"
35.0,"[80, 335680, 335600]"
94.0,"[80, 373360, 373280]"
95.0,"[80, 641600, 641520]"
100.0,"[2480, 324240, 321760]"
33.0,"[80, 428080, 428000]"
339.0,"[207600, 448800, 241200]"
60.0,"[80, 588160, 588080]"
395.0,"[208720, 405200, 196480]"
466.0,"[217760, 606000, 388240]"
472.0,"[215920, 620240, 404320]"
AverageCCT,344956.0
