Coflow ID,Start Time,Completion Time,Duration Time
122.0,"[160, 470400, 470240]"
234.0,"[160, 240000, 239840]"
327.0,"[195360, 796000, 600640]"
94.0,"[160, 466240, 466080]"
293.0,"[195040, 795200, 600160]"
356.0,"[219840, 221920, 2080]"
33.0,"[160, 469920, 469760]"
35.0,"[160, 365760, 365600]"
259.0,"[195680, 600160, 404480]"
95.0,"[160, 634880, 634720]"
124.0,"[4960, 396480, 391520]"
452.0,"[200320, 864000, 663680]"
466.0,"[209440, 979680, 770240]"
472.0,"[206240, 545600, 339360]"
60.0,"[160, 524960, 524800]"
232.0,"[12000, 351680, 339680]"
100.0,"[160, 423520, 423360]"
339.0,"[217920, 610880, 392960]"
126.0,"[160, 349600, 349440]"
395.0,"[203360, 384000, 180640]"
AverageCCT,431464.0
