Time,Major Accuracy,Major Groundtruth,Minor Accuracy,Minor Groundtruth
25857,0.38461538461538464,"{41.0: 0, 76.0: 0, 80.0: 7, 136.0: 15, 152.0: 0, 153.0: 0, 158.0: 17}",0.1625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
25866,0.25773195876288657,"{41.0: 0, 76.0: 0, 80.0: 16, 136.0: 25, 152.0: 4, 153.0: 50, 158.0: 2}",0.24285714285714285,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
25911,0.5204081632653061,"{41.0: 0, 76.0: 0, 80.0: 16, 136.0: 25, 152.0: 4, 153.0: 51, 158.0: 2}",0.04285714285714286,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
25917,0.4,"{41.0: 0, 76.0: 0, 80.0: 7, 136.0: 16, 152.0: 0, 153.0: 0, 158.0: 17}",0.1625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
25929,0.26262626262626265,"{41.0: 0, 76.0: 0, 80.0: 16, 136.0: 26, 152.0: 4, 153.0: 51, 158.0: 2}",0.24285714285714285,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
25932,0.52,"{41.0: 0, 76.0: 0, 80.0: 16, 136.0: 26, 152.0: 4, 153.0: 52, 158.0: 2}",0.04285714285714286,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26019,0.5247524752475248,"{41.0: 0, 76.0: 0, 80.0: 16, 136.0: 26, 152.0: 4, 153.0: 53, 158.0: 2}",0.04285714285714286,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26024,0.5294117647058824,"{41.0: 0, 76.0: 0, 80.0: 16, 136.0: 26, 152.0: 4, 153.0: 54, 158.0: 2}",0.04285714285714286,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26031,0.5339805825242718,"{41.0: 0, 76.0: 0, 80.0: 16, 136.0: 26, 152.0: 4, 153.0: 55, 158.0: 2}",0.04285714285714286,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26047,0.4146341463414634,"{41.0: 0, 76.0: 0, 80.0: 7, 136.0: 17, 152.0: 0, 153.0: 0, 158.0: 17}",0.1625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26060,0.42857142857142855,"{41.0: 0, 76.0: 0, 80.0: 7, 136.0: 17, 152.0: 0, 153.0: 0, 158.0: 18}",0.125,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26061,0.4186046511627907,"{41.0: 0, 76.0: 0, 80.0: 7, 136.0: 18, 152.0: 0, 153.0: 0, 158.0: 18}",0.1625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26074,0.5384615384615384,"{41.0: 0, 76.0: 0, 80.0: 16, 136.0: 26, 152.0: 4, 153.0: 56, 158.0: 2}",0.04285714285714286,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26100,0.4318181818181818,"{41.0: 0, 76.0: 0, 80.0: 7, 136.0: 18, 152.0: 0, 153.0: 0, 158.0: 19}",0.125,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26119,0.2571428571428571,"{41.0: 0, 76.0: 0, 80.0: 16, 136.0: 27, 152.0: 4, 153.0: 56, 158.0: 2}",0.24285714285714285,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26146,0.2641509433962264,"{41.0: 0, 76.0: 0, 80.0: 16, 136.0: 28, 152.0: 4, 153.0: 56, 158.0: 2}",0.24285714285714285,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26164,0.27102803738317754,"{41.0: 0, 76.0: 0, 80.0: 16, 136.0: 29, 152.0: 4, 153.0: 56, 158.0: 2}",0.24285714285714285,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26176,0.1574074074074074,"{41.0: 0, 76.0: 0, 80.0: 17, 136.0: 29, 152.0: 4, 153.0: 56, 158.0: 2}",0.04285714285714286,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26180,0.1651376146788991,"{41.0: 0, 76.0: 0, 80.0: 18, 136.0: 29, 152.0: 4, 153.0: 56, 158.0: 2}",0.24285714285714285,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26214,0.5181818181818182,"{41.0: 0, 76.0: 0, 80.0: 18, 136.0: 29, 152.0: 4, 153.0: 57, 158.0: 2}",0.04285714285714286,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26224,0.4222222222222222,"{41.0: 0, 76.0: 0, 80.0: 7, 136.0: 19, 152.0: 0, 153.0: 0, 158.0: 19}",0.1625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26228,0.43478260869565216,"{41.0: 0, 76.0: 0, 80.0: 7, 136.0: 20, 152.0: 0, 153.0: 0, 158.0: 19}",0.1625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26245,0.44680851063829785,"{41.0: 0, 76.0: 0, 80.0: 7, 136.0: 21, 152.0: 0, 153.0: 0, 158.0: 19}",0.1625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26250,0.4166666666666667,"{41.0: 0, 76.0: 0, 80.0: 7, 136.0: 21, 152.0: 0, 153.0: 0, 158.0: 20}",0.125,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26274,0.5225225225225225,"{41.0: 0, 76.0: 0, 80.0: 18, 136.0: 29, 152.0: 4, 153.0: 58, 158.0: 2}",0.04285714285714286,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26276,0.16326530612244897,"{41.0: 0, 76.0: 0, 80.0: 8, 136.0: 21, 152.0: 0, 153.0: 0, 158.0: 20}",0.2,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26295,0.16964285714285715,"{41.0: 0, 76.0: 0, 80.0: 19, 136.0: 29, 152.0: 4, 153.0: 58, 158.0: 2}",0.2571428571428571,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26306,0.17699115044247787,"{41.0: 0, 76.0: 0, 80.0: 20, 136.0: 29, 152.0: 4, 153.0: 58, 158.0: 2}",0.04285714285714286,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26323,0.18421052631578946,"{41.0: 0, 76.0: 0, 80.0: 21, 136.0: 29, 152.0: 4, 153.0: 58, 158.0: 2}",0.2571428571428571,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26330,0.2608695652173913,"{41.0: 0, 76.0: 0, 80.0: 21, 136.0: 30, 152.0: 4, 153.0: 58, 158.0: 2}",0.24285714285714285,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26350,0.5086206896551724,"{41.0: 0, 76.0: 0, 80.0: 21, 136.0: 30, 152.0: 4, 153.0: 59, 158.0: 2}",0.04285714285714286,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26415,0.5128205128205128,"{76.0: 0, 80.0: 21, 136.0: 30, 152.0: 4, 153.0: 60, 158.0: 2}",0.04285714285714286,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26427,0.5169491525423728,"{76.0: 0, 80.0: 21, 136.0: 30, 152.0: 4, 153.0: 61, 158.0: 2}",0.04285714285714286,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26449,0.5210084033613446,"{76.0: 0, 80.0: 21, 136.0: 30, 152.0: 4, 153.0: 62, 158.0: 2}",0.04285714285714286,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26498,0.18333333333333332,"{76.0: 0, 80.0: 22, 136.0: 30, 152.0: 4, 153.0: 62, 158.0: 2}",0.2571428571428571,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26521,0.5206611570247934,"{76.0: 0, 80.0: 22, 136.0: 30, 152.0: 4, 153.0: 63, 158.0: 2}",0.04285714285714286,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26576,0.42,"{76.0: 0, 80.0: 8, 136.0: 21, 152.0: 0, 153.0: 0, 158.0: 21}",0.125,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26580,0.43137254901960786,"{76.0: 0, 80.0: 8, 136.0: 21, 152.0: 0, 153.0: 0, 158.0: 22}",0.125,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26621,0.4423076923076923,"{76.0: 0, 80.0: 8, 136.0: 21, 152.0: 0, 153.0: 0, 158.0: 23}",0.125,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26633,0.5245901639344263,"{76.0: 0, 80.0: 22, 136.0: 30, 152.0: 4, 153.0: 64, 158.0: 2}",0.04285714285714286,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26653,0.4528301886792453,"{76.0: 0, 80.0: 8, 136.0: 21, 152.0: 0, 153.0: 0, 158.0: 24}",0.125,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26688,0.4074074074074074,"{76.0: 0, 80.0: 8, 136.0: 22, 152.0: 0, 153.0: 0, 158.0: 24}",0.1625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26708,0.41818181818181815,"{76.0: 0, 80.0: 8, 136.0: 23, 152.0: 0, 153.0: 0, 158.0: 24}",0.1625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26715,0.44642857142857145,"{76.0: 0, 80.0: 8, 136.0: 23, 152.0: 0, 153.0: 0, 158.0: 25}",0.125,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26737,0.18699186991869918,"{76.0: 0, 80.0: 23, 136.0: 30, 152.0: 4, 153.0: 64, 158.0: 2}",0.2571428571428571,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26766,0.45614035087719296,"{76.0: 0, 80.0: 8, 136.0: 23, 152.0: 0, 153.0: 0, 158.0: 26}",0.125,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26775,0.46551724137931033,"{76.0: 0, 80.0: 8, 136.0: 23, 152.0: 0, 153.0: 0, 158.0: 27}",0.125,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26786,0.5241935483870968,"{76.0: 0, 80.0: 23, 136.0: 30, 152.0: 4, 153.0: 65, 158.0: 2}",0.04285714285714286,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26789,0.4745762711864407,"{76.0: 0, 80.0: 8, 136.0: 23, 152.0: 0, 153.0: 0, 158.0: 28}",0.125,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26839,0.4,"{76.0: 0, 80.0: 8, 136.0: 24, 152.0: 0, 153.0: 0, 158.0: 28}",0.1625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26844,0.528,"{76.0: 0, 80.0: 23, 136.0: 30, 152.0: 4, 153.0: 66, 158.0: 2}",0.04285714285714286,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26882,0.47540983606557374,"{76.0: 0, 80.0: 8, 136.0: 24, 152.0: 0, 153.0: 0, 158.0: 29}",0.125,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26914,0.19047619047619047,"{76.0: 0, 80.0: 24, 136.0: 30, 152.0: 4, 153.0: 66, 158.0: 2}",0.2571428571428571,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
26920,0.4838709677419355,"{76.0: 0, 80.0: 8, 136.0: 24, 152.0: 0, 153.0: 0, 158.0: 30}",0.125,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
26923,0.1968503937007874,"{76.0: 0, 80.0: 25, 136.0: 30, 152.0: 4, 153.0: 66, 158.0: 2}",0.2571428571428571,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
27016,0.49206349206349204,"{76.0: 0, 80.0: 8, 136.0: 24, 152.0: 0, 153.0: 0, 158.0: 31}",0.1,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
27028,0.203125,"{76.0: 0, 80.0: 26, 136.0: 30, 152.0: 4, 153.0: 66, 158.0: 2}",0.2571428571428571,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
27058,0.5193798449612403,"{76.0: 0, 80.0: 26, 136.0: 30, 152.0: 4, 153.0: 67, 158.0: 2}",0.05,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
27070,0.23846153846153847,"{76.0: 0, 80.0: 26, 136.0: 31, 152.0: 4, 153.0: 67, 158.0: 2}",0.24285714285714285,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
27124,0.5190839694656488,"{76.0: 0, 80.0: 26, 136.0: 31, 152.0: 4, 153.0: 68, 158.0: 2}",0.05,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
27193,0.140625,"{76.0: 0, 80.0: 9, 136.0: 24, 152.0: 0, 153.0: 0, 158.0: 31}",0.2,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
27253,0.20454545454545456,"{76.0: 0, 80.0: 27, 136.0: 31, 152.0: 4, 153.0: 68, 158.0: 2}",0.24285714285714285,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
27265,0.518796992481203,"{76.0: 0, 80.0: 27, 136.0: 31, 152.0: 4, 153.0: 69, 158.0: 2}",0.05,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
27273,0.49230769230769234,"{76.0: 0, 80.0: 9, 136.0: 24, 152.0: 0, 153.0: 0, 158.0: 32}",0.1,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
27290,0.3787878787878788,"{76.0: 0, 80.0: 9, 136.0: 25, 152.0: 0, 153.0: 0, 158.0: 32}",0.1625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
27337,0.4925373134328358,"{76.0: 0, 80.0: 9, 136.0: 25, 152.0: 0, 153.0: 0, 158.0: 33}",0.1,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
27398,0.5223880597014925,"{76.0: 0, 80.0: 27, 136.0: 31, 152.0: 4, 153.0: 70, 158.0: 2}",0.05,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
27414,0.23703703703703705,"{76.0: 0, 80.0: 27, 136.0: 32, 152.0: 4, 153.0: 70, 158.0: 2}",0.24285714285714285,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
27466,0.14705882352941177,"{76.0: 0, 80.0: 10, 136.0: 25, 152.0: 0, 153.0: 0, 158.0: 33}",0.1625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
27470,0.4927536231884058,"{76.0: 0, 80.0: 10, 136.0: 25, 152.0: 0, 153.0: 0, 158.0: 34}",0.1,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
27472,0.37142857142857144,"{76.0: 0, 80.0: 10, 136.0: 26, 152.0: 0, 153.0: 0, 158.0: 34}",0.1625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
27512,0.49295774647887325,"{76.0: 0, 80.0: 10, 136.0: 26, 152.0: 0, 153.0: 0, 158.0: 35}",0.1,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
27550,0.5220588235294118,"{76.0: 0, 80.0: 27, 136.0: 32, 152.0: 4, 153.0: 71, 158.0: 2}",0.08571428571428572,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
27555,0.375,"{76.0: 0, 80.0: 10, 136.0: 27, 152.0: 0, 153.0: 0, 158.0: 35}",0.1625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
27636,0.4931506849315068,"{76.0: 0, 80.0: 10, 136.0: 27, 152.0: 0, 153.0: 0, 158.0: 36}",0.0625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
27647,0.5,"{76.0: 0, 80.0: 10, 136.0: 27, 152.0: 0, 153.0: 0, 158.0: 37}",0.0625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
27686,0.37333333333333335,"{76.0: 0, 80.0: 10, 136.0: 28, 152.0: 0, 153.0: 0, 158.0: 37}",0.1625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
27695,0.5,"{76.0: 0, 80.0: 10, 136.0: 28, 152.0: 0, 153.0: 0, 158.0: 38}",0.0625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
27711,0.14285714285714285,"{76.0: 0, 80.0: 11, 136.0: 28, 152.0: 0, 153.0: 0, 158.0: 38}",0.0625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
27739,0.5,"{76.0: 0, 80.0: 11, 136.0: 28, 152.0: 0, 153.0: 0, 158.0: 39}",0.0625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
27748,0.5063291139240507,"{76.0: 0, 80.0: 11, 136.0: 28, 152.0: 0, 153.0: 0, 158.0: 40}",0.0625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
27806,0.24087591240875914,"{76.0: 0, 80.0: 27, 136.0: 33, 152.0: 4, 153.0: 71, 158.0: 2}",0.08571428571428572,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
27807,0.5217391304347826,"{76.0: 0, 80.0: 27, 136.0: 33, 152.0: 4, 153.0: 72, 158.0: 2}",0.08571428571428572,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
27820,0.15,"{76.0: 0, 80.0: 12, 136.0: 28, 152.0: 0, 153.0: 0, 158.0: 40}",0.2,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
27838,0.35802469135802467,"{76.0: 0, 80.0: 12, 136.0: 29, 152.0: 0, 153.0: 0, 158.0: 40}",0.1625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
27855,0.5,"{76.0: 0, 80.0: 12, 136.0: 29, 152.0: 0, 153.0: 0, 158.0: 41}",0.0625,"{45.0: 13, 2.0: 8, 8.0: 5, 80.0: 16, 101.0: 6, 116.0: 2, 136.0: 9, 152.0: 6, 153.0: 5, 158.0: 10}"
27906,0.2446043165467626,"{76.0: 0, 80.0: 27, 136.0: 34, 152.0: 4, 153.0: 72, 158.0: 2}",0.24285714285714285,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
27949,0.25,"{76.0: 0, 80.0: 27, 136.0: 35, 152.0: 4, 153.0: 72, 158.0: 2}",0.24285714285714285,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
27952,0.5177304964539007,"{76.0: 0, 80.0: 27, 136.0: 35, 152.0: 4, 153.0: 73, 158.0: 2}",0.07142857142857142,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
27999,0.19718309859154928,"{76.0: 0, 80.0: 28, 136.0: 35, 152.0: 4, 153.0: 73, 158.0: 2}",0.2571428571428571,"{45.0: 34, 2.0: 7, 8.0: 12, 80.0: 36, 101.0: 10, 116.0: 8, 136.0: 8, 152.0: 8, 153.0: 11, 158.0: 6}"
