Time,Major Accuracy,Major Groundtruth,Minor Accuracy,Minor Groundtruth
72033,0.7297297297297297,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 20, 431.0: 54}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72040,0.7333333333333333,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 20, 431.0: 55}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72071,0.27631578947368424,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 21, 431.0: 55}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72087,0.7272727272727273,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 21, 431.0: 56}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72115,0.7307692307692307,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 21, 431.0: 57}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72117,0.7341772151898734,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 21, 431.0: 58}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72121,0.7375,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 21, 431.0: 59}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72123,0.2716049382716049,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 22, 431.0: 59}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72139,0.7317073170731707,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 22, 431.0: 60}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72205,0.7349397590361446,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 22, 431.0: 61}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72210,0.7380952380952381,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 22, 431.0: 62}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72261,0.7411764705882353,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 22, 431.0: 63}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72267,0.7441860465116279,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 22, 431.0: 64}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72274,0.7471264367816092,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 22, 431.0: 65}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72353,0.75,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 22, 431.0: 66}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72395,0.7528089887640449,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 22, 431.0: 67}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72396,0.7555555555555555,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 22, 431.0: 68}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72417,0.7582417582417582,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 22, 431.0: 69}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72422,0.7608695652173914,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 22, 431.0: 70}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72435,0.24731182795698925,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 23, 431.0: 70}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72461,0.7553191489361702,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 23, 431.0: 71}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72470,0.25263157894736843,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 24, 431.0: 71}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72471,0.2604166666666667,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 25, 431.0: 71}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72475,0.7422680412371134,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 25, 431.0: 72}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72476,0.2653061224489796,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 26, 431.0: 72}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72478,0.7373737373737373,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 26, 431.0: 73}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72517,0.74,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 26, 431.0: 74}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72519,0.26732673267326734,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 27, 431.0: 74}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72547,0.27450980392156865,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 28, 431.0: 74}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72549,0.7281553398058253,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 28, 431.0: 75}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72613,0.7307692307692307,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 28, 431.0: 76}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72633,0.7333333333333333,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 28, 431.0: 77}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72637,0.7358490566037735,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 28, 431.0: 78}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72661,0.27102803738317754,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 29, 431.0: 78}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72679,0.7314814814814815,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 29, 431.0: 79}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72687,0.7339449541284404,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 29, 431.0: 80}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72689,0.7363636363636363,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 29, 431.0: 81}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72697,0.7387387387387387,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 29, 431.0: 82}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72717,0.7410714285714286,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 29, 431.0: 83}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72741,0.7433628318584071,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 29, 431.0: 84}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72743,0.7456140350877193,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 29, 431.0: 85}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72759,0.7478260869565218,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 29, 431.0: 86}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72771,0.75,"{372.0: 0, 382.0: 0, 377.0: 0, 392.0: 29, 431.0: 87}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72825,0.7521367521367521,"{372.0: 0, 377.0: 0, 392.0: 29, 431.0: 88}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72827,0.2542372881355932,"{372.0: 0, 377.0: 0, 392.0: 30, 431.0: 88}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72833,0.7478991596638656,"{372.0: 0, 377.0: 0, 392.0: 30, 431.0: 89}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72843,0.75,"{372.0: 0, 377.0: 0, 392.0: 30, 431.0: 90}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72853,0.256198347107438,"{372.0: 0, 377.0: 0, 392.0: 31, 431.0: 90}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72889,0.7459016393442623,"{372.0: 0, 377.0: 0, 392.0: 31, 431.0: 91}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72901,0.7479674796747967,"{372.0: 0, 377.0: 0, 392.0: 31, 431.0: 92}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72909,0.75,"{372.0: 0, 377.0: 0, 392.0: 31, 431.0: 93}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72913,0.752,"{372.0: 0, 377.0: 0, 392.0: 31, 431.0: 94}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72943,0.25396825396825395,"{372.0: 0, 377.0: 0, 392.0: 32, 431.0: 94}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72955,0.7480314960629921,"{372.0: 0, 377.0: 0, 392.0: 32, 431.0: 95}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72983,0.75,"{372.0: 0, 377.0: 0, 392.0: 32, 431.0: 96}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72985,0.751937984496124,"{372.0: 0, 377.0: 0, 392.0: 32, 431.0: 97}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
72987,0.7538461538461538,"{372.0: 0, 377.0: 0, 392.0: 32, 431.0: 98}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73005,0.25190839694656486,"{372.0: 0, 377.0: 0, 392.0: 33, 431.0: 98}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73007,0.75,"{372.0: 0, 377.0: 0, 392.0: 33, 431.0: 99}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73011,0.7518796992481203,"{372.0: 0, 377.0: 0, 392.0: 33, 431.0: 100}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73017,0.2537313432835821,"{372.0: 0, 377.0: 0, 392.0: 34, 431.0: 100}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73021,0.25925925925925924,"{372.0: 0, 377.0: 0, 392.0: 35, 431.0: 100}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73027,0.7426470588235294,"{372.0: 0, 377.0: 0, 392.0: 35, 431.0: 101}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73033,0.7445255474452555,"{372.0: 0, 377.0: 0, 392.0: 35, 431.0: 102}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73043,0.7463768115942029,"{372.0: 0, 377.0: 0, 392.0: 35, 431.0: 103}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73053,0.2589928057553957,"{372.0: 0, 377.0: 0, 392.0: 36, 431.0: 103}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73055,0.2642857142857143,"{372.0: 0, 377.0: 0, 392.0: 37, 431.0: 103}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73057,0.7375886524822695,"{372.0: 0, 377.0: 0, 392.0: 37, 431.0: 104}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73097,0.7394366197183099,"{372.0: 0, 377.0: 0, 392.0: 37, 431.0: 105}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73103,0.7412587412587412,"{372.0: 0, 377.0: 0, 392.0: 37, 431.0: 106}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73109,0.7430555555555556,"{372.0: 0, 377.0: 0, 392.0: 37, 431.0: 107}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73119,0.2620689655172414,"{372.0: 0, 377.0: 0, 392.0: 38, 431.0: 107}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73127,0.7397260273972602,"{372.0: 0, 377.0: 0, 392.0: 38, 431.0: 108}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73129,0.7414965986394558,"{372.0: 0, 377.0: 0, 392.0: 38, 431.0: 109}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73141,0.7432432432432432,"{372.0: 0, 377.0: 0, 392.0: 38, 431.0: 110}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73153,0.26174496644295303,"{372.0: 0, 377.0: 0, 392.0: 39, 431.0: 110}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73185,0.74,"{372.0: 0, 377.0: 0, 392.0: 39, 431.0: 111}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73207,0.7417218543046358,"{372.0: 0, 377.0: 0, 392.0: 39, 431.0: 112}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73215,0.743421052631579,"{372.0: 0, 377.0: 0, 392.0: 39, 431.0: 113}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73217,0.7450980392156863,"{372.0: 0, 377.0: 0, 392.0: 39, 431.0: 114}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73261,0.7467532467532467,"{372.0: 0, 377.0: 0, 392.0: 39, 431.0: 115}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73289,0.25806451612903225,"{372.0: 0, 377.0: 0, 392.0: 40, 431.0: 115}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73301,0.7435897435897436,"{372.0: 0, 377.0: 0, 392.0: 40, 431.0: 116}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73305,0.2611464968152866,"{372.0: 0, 377.0: 0, 392.0: 41, 431.0: 116}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73309,0.740506329113924,"{372.0: 0, 377.0: 0, 392.0: 41, 431.0: 117}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73321,0.7421383647798742,"{372.0: 0, 377.0: 0, 392.0: 41, 431.0: 118}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73347,0.74375,"{372.0: 0, 377.0: 0, 392.0: 41, 431.0: 119}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73367,0.7453416149068323,"{372.0: 0, 377.0: 0, 392.0: 41, 431.0: 120}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73399,0.7469135802469136,"{372.0: 0, 377.0: 0, 392.0: 41, 431.0: 121}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73405,0.25766871165644173,"{372.0: 0, 377.0: 0, 392.0: 42, 431.0: 121}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73409,0.7439024390243902,"{372.0: 0, 377.0: 0, 392.0: 42, 431.0: 122}",0.0984251968503937,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73427,0.7454545454545455,"{372.0: 0, 377.0: 0, 392.0: 42, 431.0: 123}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73435,0.7469879518072289,"{377.0: 0, 392.0: 42, 431.0: 124}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73441,0.25748502994011974,"{377.0: 0, 392.0: 43, 431.0: 124}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73463,0.7440476190476191,"{377.0: 0, 392.0: 43, 431.0: 125}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73469,0.2603550295857988,"{377.0: 0, 392.0: 44, 431.0: 125}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73521,0.7411764705882353,"{377.0: 0, 392.0: 44, 431.0: 126}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73531,0.7426900584795322,"{377.0: 0, 392.0: 44, 431.0: 127}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
73553,0.7441860465116279,"{377.0: 0, 392.0: 44, 431.0: 128}",0.10236220472440945,"{2.0: 25, 8.0: 25, 101.0: 25, 116.0: 25, 136.0: 25, 152.0: 25, 153.0: 26, 158.0: 26, 254.0: 26, 346.0: 26}"
