50.0,28.0,29.0,68.0,121.0,133.0,148.0,156.0,169.0,182.0,230.0,246.0,313.0,319.0,369.0,400.0,463.0
Time,Coflow id,Major Accuracy,Major Groundtruth,Minor Accuracy,Minor Groundtruth
45736,400.0,0.7447257383966245,"{28.0: 46, 148.0: 30, 319.0: 45, 400.0: 353}",0.7181372549019608,"{146.0: 29, 354.0: 65, 369.0: 21, 400.0: 293}"
45773,400.0,0.7452631578947368,"{28.0: 46, 148.0: 30, 319.0: 45, 400.0: 354}",0.7188264058679706,"{146.0: 29, 354.0: 65, 369.0: 21, 400.0: 294}"
45842,400.0,0.09663865546218488,"{28.0: 46, 148.0: 30, 319.0: 46, 400.0: 354}",0.7170731707317073,"{146.0: 29, 354.0: 66, 369.0: 21, 400.0: 294}"
45856,400.0,0.7442348008385744,"{28.0: 46, 148.0: 30, 319.0: 46, 400.0: 355}",0.7170731707317073,"{146.0: 29, 354.0: 66, 369.0: 21, 400.0: 294}"
45866,400.0,0.7447698744769874,"{28.0: 46, 148.0: 30, 319.0: 46, 400.0: 356}",0.7170731707317073,"{146.0: 29, 354.0: 66, 369.0: 21, 400.0: 294}"
45880,400.0,0.7453027139874739,"{28.0: 46, 148.0: 30, 319.0: 46, 400.0: 357}",0.05121951219512195,"{146.0: 29, 354.0: 66, 369.0: 21, 400.0: 294}"
45893,400.0,0.7458333333333333,"{28.0: 46, 148.0: 30, 319.0: 46, 400.0: 358}",0.7153284671532847,"{146.0: 29, 354.0: 66, 369.0: 22, 400.0: 294}"
45903,400.0,0.7463617463617463,"{28.0: 46, 148.0: 30, 319.0: 46, 400.0: 359}",0.16058394160583941,"{146.0: 29, 354.0: 66, 369.0: 22, 400.0: 294}"
45931,400.0,0.7468879668049793,"{28.0: 46, 148.0: 30, 319.0: 46, 400.0: 360}",0.7160194174757282,"{146.0: 29, 354.0: 66, 369.0: 22, 400.0: 295}"
45977,400.0,0.06418219461697723,"{28.0: 46, 148.0: 31, 319.0: 46, 400.0: 360}",0.07004830917874397,"{146.0: 29, 354.0: 68, 369.0: 22, 400.0: 295}"
45982,400.0,0.7458677685950413,"{28.0: 46, 148.0: 31, 319.0: 46, 400.0: 361}",0.1642512077294686,"{146.0: 29, 354.0: 68, 369.0: 22, 400.0: 295}"
46042,400.0,0.7463917525773196,"{28.0: 46, 148.0: 31, 319.0: 46, 400.0: 362}",0.7139423076923077,"{146.0: 29, 354.0: 68, 369.0: 22, 400.0: 297}"
46080,400.0,0.7469135802469136,"{28.0: 46, 148.0: 31, 319.0: 46, 400.0: 363}",0.715311004784689,"{146.0: 29, 354.0: 68, 369.0: 22, 400.0: 299}"
46085,400.0,0.7474332648870636,"{28.0: 46, 148.0: 31, 319.0: 46, 400.0: 364}",0.162291169451074,"{146.0: 30, 354.0: 68, 369.0: 22, 400.0: 299}"
46089,400.0,0.7479508196721312,"{28.0: 46, 148.0: 31, 319.0: 46, 400.0: 365}",0.1619047619047619,"{146.0: 30, 354.0: 68, 369.0: 22, 400.0: 300}"
46248,400.0,0.7484662576687117,"{28.0: 46, 148.0: 31, 319.0: 46, 400.0: 366}",0.7122641509433962,"{146.0: 30, 354.0: 69, 369.0: 23, 400.0: 302}"
46261,400.0,0.7489795918367347,"{28.0: 46, 148.0: 31, 319.0: 46, 400.0: 367}",0.7129411764705882,"{146.0: 30, 354.0: 69, 369.0: 23, 400.0: 303}"
46299,400.0,0.7494908350305499,"{28.0: 46, 148.0: 31, 319.0: 46, 400.0: 368}",0.7129411764705882,"{146.0: 30, 354.0: 69, 369.0: 23, 400.0: 303}"
46302,400.0,0.09552845528455285,"{28.0: 47, 148.0: 31, 319.0: 46, 400.0: 368}",0.7129411764705882,"{146.0: 30, 354.0: 69, 369.0: 23, 400.0: 303}"
46339,400.0,0.7484787018255578,"{28.0: 47, 148.0: 31, 319.0: 46, 400.0: 369}",0.7136150234741784,"{146.0: 30, 354.0: 69, 369.0: 23, 400.0: 304}"
46360,400.0,0.7489878542510121,"{28.0: 47, 148.0: 31, 319.0: 46, 400.0: 370}",0.711943793911007,"{146.0: 30, 354.0: 69, 369.0: 24, 400.0: 304}"
46385,400.0,0.7494949494949495,"{28.0: 47, 148.0: 31, 319.0: 46, 400.0: 371}",0.711943793911007,"{146.0: 30, 354.0: 69, 369.0: 24, 400.0: 304}"
46399,400.0,0.75,"{28.0: 47, 148.0: 31, 319.0: 46, 400.0: 372}",0.05620608899297424,"{146.0: 30, 354.0: 69, 369.0: 24, 400.0: 304}"
46458,400.0,0.7505030181086519,"{28.0: 47, 148.0: 31, 319.0: 46, 400.0: 373}",0.7126168224299065,"{146.0: 30, 354.0: 69, 369.0: 24, 400.0: 305}"
46530,400.0,0.751004016064257,"{28.0: 47, 148.0: 31, 319.0: 46, 400.0: 374}",0.16009280742459397,"{146.0: 30, 354.0: 69, 369.0: 24, 400.0: 308}"
46534,400.0,0.751503006012024,"{28.0: 47, 148.0: 31, 319.0: 46, 400.0: 375}",0.7146171693735499,"{146.0: 30, 354.0: 69, 369.0: 24, 400.0: 308}"
46587,400.0,0.094,"{28.0: 47, 148.0: 31, 319.0: 47, 400.0: 375}",0.7142857142857143,"{146.0: 30, 354.0: 70, 369.0: 24, 400.0: 310}"
46606,400.0,0.7504990019960079,"{28.0: 47, 148.0: 31, 319.0: 47, 400.0: 376}",0.7142857142857143,"{146.0: 30, 354.0: 70, 369.0: 24, 400.0: 310}"
46637,400.0,0.750996015936255,"{28.0: 47, 148.0: 31, 319.0: 47, 400.0: 377}",0.16018306636155608,"{146.0: 30, 354.0: 70, 369.0: 24, 400.0: 313}"
46718,400.0,0.7514910536779325,"{28.0: 47, 148.0: 31, 319.0: 47, 400.0: 378}",0.7184684684684685,"{146.0: 30, 354.0: 70, 369.0: 25, 400.0: 319}"
46723,400.0,0.751984126984127,"{28.0: 47, 148.0: 31, 319.0: 47, 400.0: 379}",0.7184684684684685,"{146.0: 30, 354.0: 70, 369.0: 25, 400.0: 319}"
46777,400.0,0.7524752475247525,"{28.0: 47, 148.0: 31, 319.0: 47, 400.0: 380}",0.15883668903803133,"{146.0: 30, 354.0: 71, 369.0: 25, 400.0: 321}"
46783,400.0,0.09486166007905138,"{28.0: 47, 148.0: 31, 319.0: 48, 400.0: 380}",0.71875,"{146.0: 30, 354.0: 71, 369.0: 25, 400.0: 322}"
46797,400.0,0.7514792899408284,"{28.0: 47, 148.0: 31, 319.0: 48, 400.0: 381}",0.71875,"{146.0: 30, 354.0: 71, 369.0: 25, 400.0: 322}"
46801,400.0,0.7519685039370079,"{28.0: 47, 148.0: 31, 319.0: 48, 400.0: 382}",0.71875,"{146.0: 30, 354.0: 71, 369.0: 25, 400.0: 322}"
46849,400.0,0.7524557956777996,"{28.0: 47, 148.0: 31, 319.0: 48, 400.0: 383}",0.7193763919821826,"{146.0: 30, 354.0: 71, 369.0: 25, 400.0: 323}"
46922,400.0,0.7529411764705882,"{28.0: 47, 148.0: 31, 319.0: 48, 400.0: 384}",0.1592920353982301,"{146.0: 30, 354.0: 72, 369.0: 25, 400.0: 325}"
46971,400.0,0.7534246575342466,"{28.0: 47, 148.0: 31, 319.0: 48, 400.0: 385}",0.7208791208791209,"{146.0: 30, 354.0: 72, 369.0: 25, 400.0: 328}"
46982,400.0,0.75390625,"{28.0: 47, 148.0: 31, 319.0: 48, 400.0: 386}",0.7208791208791209,"{146.0: 30, 354.0: 72, 369.0: 25, 400.0: 328}"
46991,400.0,0.06237816764132553,"{28.0: 47, 148.0: 32, 319.0: 48, 400.0: 386}",0.06593406593406594,"{146.0: 30, 354.0: 72, 369.0: 25, 400.0: 328}"
47007,400.0,0.0933852140077821,"{28.0: 48, 148.0: 32, 319.0: 48, 400.0: 386}",0.15789473684210525,"{146.0: 30, 354.0: 72, 369.0: 26, 400.0: 328}"
47021,400.0,0.7514563106796116,"{28.0: 48, 148.0: 32, 319.0: 48, 400.0: 387}",0.05701754385964912,"{146.0: 30, 354.0: 72, 369.0: 26, 400.0: 328}"
47038,400.0,0.751937984496124,"{28.0: 48, 148.0: 32, 319.0: 48, 400.0: 388}",0.05701754385964912,"{146.0: 30, 354.0: 72, 369.0: 26, 400.0: 328}"
47045,400.0,0.7524177949709865,"{28.0: 48, 148.0: 32, 319.0: 48, 400.0: 389}",0.15789473684210525,"{146.0: 30, 354.0: 72, 369.0: 26, 400.0: 328}"
47092,400.0,0.0945945945945946,"{28.0: 49, 148.0: 32, 319.0: 48, 400.0: 389}",0.15789473684210525,"{146.0: 30, 354.0: 72, 369.0: 26, 400.0: 328}"
47123,400.0,0.7514450867052023,"{28.0: 49, 148.0: 32, 319.0: 48, 400.0: 390}",0.7192982456140351,"{146.0: 30, 354.0: 72, 369.0: 26, 400.0: 328}"
47125,400.0,0.09615384615384616,"{28.0: 50, 148.0: 32, 319.0: 48, 400.0: 390}",0.15789473684210525,"{146.0: 30, 354.0: 72, 369.0: 26, 400.0: 328}"
47165,400.0,0.7504798464491362,"{28.0: 50, 148.0: 32, 319.0: 48, 400.0: 391}",0.7199124726477024,"{146.0: 30, 354.0: 72, 369.0: 26, 400.0: 329}"
47172,400.0,0.09386973180076628,"{28.0: 50, 148.0: 32, 319.0: 49, 400.0: 391}",0.7199124726477024,"{146.0: 30, 354.0: 72, 369.0: 26, 400.0: 329}"
47193,400.0,0.09751434034416825,"{28.0: 51, 148.0: 32, 319.0: 49, 400.0: 391}",0.7199124726477024,"{146.0: 30, 354.0: 72, 369.0: 26, 400.0: 329}"
47197,400.0,0.7480916030534351,"{28.0: 51, 148.0: 32, 319.0: 49, 400.0: 392}",0.06564551422319474,"{146.0: 30, 354.0: 72, 369.0: 26, 400.0: 329}"
47214,400.0,0.7485714285714286,"{28.0: 51, 148.0: 32, 319.0: 49, 400.0: 393}",0.7211328976034859,"{146.0: 30, 354.0: 72, 369.0: 26, 400.0: 331}"
47222,400.0,0.7490494296577946,"{28.0: 51, 148.0: 32, 319.0: 49, 400.0: 394}",0.7217391304347827,"{146.0: 30, 354.0: 72, 369.0: 26, 400.0: 332}"
47255,400.0,0.7495256166982922,"{28.0: 51, 148.0: 32, 319.0: 49, 400.0: 395}",0.7217391304347827,"{146.0: 30, 354.0: 72, 369.0: 26, 400.0: 332}"
47263,400.0,0.75,"{28.0: 51, 148.0: 32, 319.0: 49, 400.0: 396}",0.05652173913043478,"{146.0: 30, 354.0: 72, 369.0: 26, 400.0: 332}"
47284,400.0,0.7504725897920604,"{28.0: 51, 148.0: 32, 319.0: 49, 400.0: 397}",0.1565217391304348,"{146.0: 30, 354.0: 72, 369.0: 26, 400.0: 332}"
47508,400.0,0.7509433962264151,"{28.0: 51, 148.0: 32, 319.0: 49, 400.0: 398}",0.15450643776824036,"{146.0: 32, 354.0: 72, 369.0: 26, 400.0: 336}"
47553,400.0,0.751412429378531,"{28.0: 51, 148.0: 32, 319.0: 49, 400.0: 399}",0.7222222222222222,"{146.0: 32, 354.0: 72, 369.0: 26, 400.0: 338}"
47786,463.0,1.0,"{28.0: 0, 148.0: 0, 319.0: 0, 400.0: 0, 463.0: 1}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
47852,463.0,0.5,"{28.0: 1, 148.0: 0, 319.0: 0, 400.0: 0, 463.0: 1}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
47859,463.0,0.6666666666666666,"{28.0: 1, 148.0: 0, 319.0: 0, 400.0: 0, 463.0: 2}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
47867,463.0,0.25,"{28.0: 1, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 2}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
47874,463.0,0.4,"{28.0: 2, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 2}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
47891,463.0,0.5,"{28.0: 2, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 3}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
47932,463.0,0.5714285714285714,"{28.0: 2, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 4}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
47968,463.0,0.625,"{28.0: 2, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 5}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
48091,463.0,0.6666666666666666,"{28.0: 2, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 6}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
48131,463.0,0.7,"{28.0: 2, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 7}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
48157,463.0,0.2727272727272727,"{28.0: 3, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 7}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
48172,463.0,0.6666666666666666,"{28.0: 3, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 8}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
48204,463.0,0.6923076923076923,"{28.0: 3, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 9}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
48331,463.0,0.7142857142857143,"{28.0: 3, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 10}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
48339,463.0,0.7333333333333333,"{28.0: 3, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 11}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
48470,463.0,0.75,"{28.0: 3, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 12}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
48494,463.0,0.7647058823529411,"{28.0: 3, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 13}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
48585,463.0,0.7777777777777778,"{28.0: 3, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 14}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
48609,463.0,0.7894736842105263,"{28.0: 3, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 15}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
48651,463.0,0.8,"{28.0: 3, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 16}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
48731,463.0,0.8095238095238095,"{28.0: 3, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 17}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
48753,463.0,0.8181818181818182,"{28.0: 3, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 18}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
48754,463.0,0.17391304347826086,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 18}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
48820,463.0,0.7916666666666666,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 19}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
48928,463.0,0.8,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 20}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
48946,463.0,0.8076923076923077,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 21}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
49019,463.0,0.8148148148148148,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 22}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
49060,463.0,0.8214285714285714,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 23}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
49178,463.0,0.8275862068965517,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 24}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
49273,463.0,0.8333333333333334,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 25}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
49337,463.0,0.8387096774193549,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 26}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
49380,463.0,0.84375,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 27}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
49435,463.0,0.8484848484848485,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 28}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
49460,463.0,0.8529411764705882,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 29}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
49548,463.0,0.8571428571428571,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 30}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
49572,463.0,0.8611111111111112,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 31}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
49582,463.0,0.8648648648648649,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 32}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
49650,463.0,0.868421052631579,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 33}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
49787,463.0,0.8717948717948718,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 34}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
49883,463.0,0.875,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 35}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
49908,463.0,0.8780487804878049,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 36}",0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0}"
50039,463.0,0.8809523809523809,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 37}",0.0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0, 463.0: 1}"
50255,463.0,0.8837209302325582,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 38}",1.0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0, 463.0: 9}"
50296,463.0,0.8863636363636364,"{28.0: 4, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 39}",1.0,"{146.0: 0, 354.0: 0, 369.0: 0, 400.0: 0, 463.0: 10}"
50533,463.0,0.1111111111111111,"{28.0: 5, 148.0: 0, 319.0: 1, 400.0: 0, 463.0: 39}",0.058823529411764705,"{146.0: 0, 354.0: 1, 369.0: 0, 400.0: 0, 463.0: 16}"
50726,463.0,0.043478260869565216,"{28.0: 5, 148.0: 0, 319.0: 2, 400.0: 0, 463.0: 39}",0.85,"{146.0: 0, 354.0: 1, 369.0: 2, 400.0: 0, 463.0: 17}"
50863,463.0,0.851063829787234,"{28.0: 5, 148.0: 0, 319.0: 2, 400.0: 0, 463.0: 40}",0.85,"{146.0: 0, 354.0: 1, 369.0: 2, 400.0: 0, 463.0: 17}"
51032,463.0,0.8541666666666666,"{28.0: 5, 148.0: 0, 319.0: 2, 400.0: 0, 463.0: 41}",0.85,"{146.0: 0, 354.0: 1, 369.0: 2, 400.0: 0, 463.0: 17}"
51045,463.0,0.8571428571428571,"{28.0: 5, 148.0: 0, 319.0: 2, 400.0: 0, 463.0: 42}",0.85,"{146.0: 0, 354.0: 1, 369.0: 2, 400.0: 0, 463.0: 17}"
51046,463.0,0.86,"{28.0: 5, 148.0: 0, 319.0: 2, 400.0: 0, 463.0: 43}",0.8571428571428571,"{146.0: 0, 354.0: 1, 369.0: 2, 400.0: 0, 463.0: 18}"
51052,463.0,0.11764705882352941,"{28.0: 6, 148.0: 0, 319.0: 2, 400.0: 0, 463.0: 43}",0.8571428571428571,"{146.0: 0, 354.0: 1, 369.0: 2, 400.0: 0, 463.0: 18}"
51110,463.0,0.8461538461538461,"{28.0: 6, 148.0: 0, 319.0: 2, 400.0: 0, 463.0: 44}",0.8571428571428571,"{146.0: 0, 354.0: 1, 369.0: 2, 400.0: 0, 463.0: 18}"
51342,463.0,0.8490566037735849,"{28.0: 6, 148.0: 0, 319.0: 2, 400.0: 0, 463.0: 45}",0.8846153846153846,"{146.0: 0, 354.0: 1, 369.0: 2, 400.0: 0, 463.0: 23}"
51651,463.0,0.8518518518518519,"{28.0: 6, 148.0: 0, 319.0: 2, 400.0: 0, 463.0: 46}",0.8387096774193549,"{146.0: 0, 354.0: 1, 369.0: 4, 400.0: 0, 463.0: 26}"
51791,463.0,0.05454545454545454,"{28.0: 6, 148.0: 0, 319.0: 3, 400.0: 0, 463.0: 46}",0.7941176470588235,"{146.0: 0, 354.0: 2, 369.0: 5, 400.0: 0, 463.0: 27}"
51806,463.0,0.8392857142857143,"{28.0: 6, 148.0: 0, 319.0: 3, 400.0: 0, 463.0: 47}",0.7941176470588235,"{146.0: 0, 354.0: 2, 369.0: 5, 400.0: 0, 463.0: 27}"
51820,463.0,0.8421052631578947,"{28.0: 6, 148.0: 0, 319.0: 3, 400.0: 0, 463.0: 48}",0.058823529411764705,"{146.0: 0, 354.0: 2, 369.0: 5, 400.0: 0, 463.0: 27}"
