epoch,accuracy,loss,lr,val_accuracy,val_loss
86,0.9840905,0.06416034448128766,1e-06,0.9840095639228821,0.0642591953221323
87,0.9840991,0.06401238779442486,1e-06,0.9840203523635864,0.0641153103700105
88,0.9841094,0.06386822335507662,1e-06,0.984025239944458,0.06397318329434358
89,0.9841198,0.06372659075314242,1e-06,0.9840375781059265,0.06383307569998577
90,0.9841314,0.06358911386693183,1e-06,0.9840447902679443,0.0636992151627928
91,0.9841357,0.06345690081574842,1e-06,0.9840508103370667,0.06356955544538331
92,0.9841443,0.06332712881238252,1e-06,0.9840584397315979,0.06344039784518418
93,0.9841494,0.06319826885197828,1e-06,0.9840595126152039,0.06331138610744327
94,0.984154,0.06306855524811092,1e-06,0.9840730428695679,0.06318265927750308
95,0.98416454,0.06294383192721774,1e-06,0.9840807318687439,0.06306328283625538
96,0.98417526,0.0628241063695065,1e-06,0.9840943813323975,0.06294613014652278
97,0.9841831,0.0627079136208264,1e-06,0.9841020703315735,0.06283017354478991
98,0.98418546,0.06259013590322877,1e-06,0.9840977787971497,0.06271267303906554
99,0.9841849,0.06247437495346964,1e-06,0.9840943813323975,0.06259862558867996
0,0.9827853,0.06246761520862233,1e-06,0.9829830527305603,0.06231106663449122
1,0.9830044,0.062238488951246146,1e-06,0.9830178022384644,0.06216580271580224
2,0.9830374,0.062096710094624745,1e-06,0.9830731749534607,0.06203013671977878
3,0.9830725,0.0619623250512067,1e-06,0.9831037521362305,0.06189766790346242
4,0.9831212,0.06183162046373685,1e-06,0.9831411838531494,0.0617691757231759
5,0.9831448,0.06170597954095752,1e-06,0.9831647276878357,0.06164528850282126
6,0.9831587,0.06158213175059076,1e-06,0.9831681251525879,0.061523759703592584
7,0.9831705,0.06146218254075564,1e-06,0.9831748604774475,0.06140356064237896
8,0.98317724,0.06134252640129781,1e-06,0.9832013845443726,0.061286469324914696
9,0.9831837,0.061227059086924114,1e-06,0.9831966757774353,0.06117230963771802
10,0.98319227,0.061114468701139596,1e-06,0.9831943511962891,0.061060274240596776
11,0.9832117,0.061004936002281886,1e-06,0.9832233190536499,0.06095445543610508
12,0.9832298,0.06089926783045852,1e-06,0.9832582473754883,0.06085014975045686
13,0.9832444,0.06079745360617127,1e-06,0.9832448363304138,0.06075000421022169
14,0.9832564,0.06069937120175131,1e-06,0.98325514793396,0.060655018726379926
15,0.9832717,0.06060495150953548,1e-06,0.9833275675773621,0.06055951712979595
16,0.9832985,0.06051081734601986,1e-06,0.9833126664161682,0.06046641304519557
17,0.9833202,0.06041681807643527,1e-06,0.9833436012268066,0.06037263669453892
18,0.98333615,0.060322741153664435,1e-06,0.9833850860595703,0.06027929799686822
19,0.98335826,0.0602296702408787,1e-06,0.9833967089653015,0.060185364656946294
20,0.98338467,0.06013915805910944,1e-06,0.9834064245223999,0.06009742059392824
21,0.9834053,0.060051073241791764,1e-06,0.9834429621696472,0.06001122249909942
22,0.9834223,0.05996652269417302,1e-06,0.9834546446800232,0.05992797047196193
23,0.9834398,0.05988489879010575,1e-06,0.9834591746330261,0.059847717785273334
24,0.9834494,0.059803814077338015,1e-06,0.9834974408149719,0.05976636067396745
25,0.9834662,0.05972443114096683,1e-06,0.983501136302948,0.05968668494529128
26,0.9834782,0.05964516387276764,1e-06,0.9835087656974792,0.05960881627729673
27,0.9834841,0.059568332034774164,1e-06,0.9835309982299805,0.059533276459713305
28,0.983494,0.05949480795644943,1e-06,0.9835089445114136,0.05946216734136573
29,0.9834941,0.05942237595594481,1e-06,0.9835095405578613,0.05938762564139458
30,0.983496,0.05934866736101177,1e-06,0.9835070371627808,0.05931617943293777
31,0.9834948,0.05927969623577226,1e-06,0.9835147857666016,0.05924733531015755
32,0.9834969,0.05921117672717305,1e-06,0.9834953546524048,0.059179416865443805
33,0.9834925,0.0591419710065325,1e-06,0.9835138916969299,0.05911125599911817
34,0.98348856,0.05907595837566557,1e-06,0.9835114479064941,0.05904533720594754
35,0.98348784,0.05901160135733053,1e-06,0.9834827184677124,0.05898283813244906
36,0.98348063,0.058948442244636134,1e-06,0.9834884405136108,0.0589197346766833
37,0.98347926,0.058885653893211924,1e-06,0.9834968447685242,0.058857083702215124
38,0.9834767,0.05882468071097813,1e-06,0.9834800958633423,0.05879674680564493
39,0.9834738,0.058763736741592784,1e-06,0.9835041761398315,0.05873618980092362
40,0.9834749,0.05870440932728374,1e-06,0.983497142791748,0.0586774967778474
41,0.9834788,0.05864719591537672,1e-06,0.9834728837013245,0.05862182289116373
42,0.9834714,0.05859046241263682,1e-06,0.9835232496261597,0.05856585923564462
43,0.9834775,0.05853485600140418,1e-06,0.9834969639778137,0.0585087182548181
0,0.9845503,0.05760622468129663,1e-06,0.9844639301300049,0.057506674543203025
1,0.9845116,0.057463628107573134,1e-06,0.9845155477523804,0.057428118845295195
2,0.98453057,0.057387731674786106,1e-06,0.9845134019851685,0.05735501602880976
3,0.9845309,0.057318781278250436,1e-06,0.9845375418663025,0.05729052459314693
4,0.98454034,0.057255609148625514,1e-06,0.9845166206359863,0.05722899250308769
5,0.98454523,0.05719302633034121,1e-06,0.9845526814460754,0.05716761939995776
6,0.98455995,0.057132661003558266,1e-06,0.9845770001411438,0.057107803776267514
7,0.98457205,0.057073446405044845,1e-06,0.9845514893531799,0.057050017823946794
8,0.9845777,0.05701520930247268,1e-06,0.9845585823059082,0.05699176656510966
9,0.98459375,0.05695603963428532,1e-06,0.9845788478851318,0.05693335830478793
10,0.98461914,0.056898473398390506,1e-06,0.984623372554779,0.05687719757010869
0,0.9849759,0.05814873484030535,1e-06,0.9850099682807922,0.05809960836811434
1,0.98502177,0.05808313393378377,1e-06,0.9849734306335449,0.05804323991312554
2,0.9850515,0.05802578347179805,1e-06,0.9850595593452454,0.057986732457156964
3,0.98509204,0.05797078531229743,1e-06,0.9851477146148682,0.05793268632070551
4,0.9851287,0.057918172969896806,1e-06,0.9851524233818054,0.05787997546034783
5,0.9851561,0.057865028652323985,1e-06,0.9852402210235596,0.05782712521315948
0,0.9837543,0.061385695584004495,1e-06,0.983576238155365,0.06137496084086025
1,0.98352975,0.061297344588245914,1e-06,0.9835411310195923,0.061314645808639275
2,0.98351866,0.06123996545109696,1e-06,0.983574628829956,0.06126079724907564
3,0.9835246,0.06118577031466195,1e-06,0.9834989309310913,0.06120542018722636
4,0.98351943,0.06113111392385796,1e-06,0.9834913015365601,0.061151605136489366
5,0.9835176,0.0610775912065042,1e-06,0.9834941625595093,0.061099779911576245
0,0.9834122,0.05930080283366608,1e-06,0.9834478497505188,0.05928617854775846
1,0.98343474,0.05923752297999252,1e-06,0.9834473729133606,0.05922179892925214
2,0.98343295,0.05917514419114218,1e-06,0.9834244251251221,0.05916158160373819
3,0.9834312,0.059117510974852086,1e-06,0.9834403395652771,0.059104598384606286
4,0.98343414,0.05906184390898724,1e-06,0.9834110140800476,0.05905045956724758
5,0.9834323,0.05900709464828629,1e-06,0.9834264516830444,0.05899539381386602
0,0.9842239,0.05925213562412555,1e-06,0.9841591715812683,0.05926953156881302
1,0.98424387,0.05920535153017338,1e-06,0.9841316342353821,0.059224837368972265
2,0.9842592,0.05916024762184867,1e-06,0.9841907024383545,0.05917953161462312
3,0.984271,0.059115251466927435,1e-06,0.9842157363891602,0.059133982535420626
4,0.9842751,0.05907191541672648,1e-06,0.9842191338539124,0.059091740682025586
5,0.984278,0.05902995559759792,1e-06,0.9841705560684204,0.059049832318646286
0,0.98242766,0.061109174702183536,1e-06,0.9825387597084045,0.061047380307824105
1,0.9824189,0.06103610962105296,1e-06,0.9823618531227112,0.06099347535183259
2,0.98237604,0.06098332781008788,1e-06,0.9823766946792603,0.06094070057857534
3,0.9823787,0.06093299851892424,1e-06,0.9824062585830688,0.06089253002158736
4,0.9824051,0.06088480464803444,1e-06,0.982428252696991,0.060843117154300366
5,0.9824346,0.06083637132818587,1e-06,0.982478678226471,0.060794806120853556
0,0.984631,0.05620110557087057,1e-06,0.9846623539924622,0.05618496414279891
1,0.98468953,0.05614018345424751,1e-06,0.9846828579902649,0.05613968935621609
2,0.98468953,0.05609582150218634,1e-06,0.9846553206443787,0.056095393134960855
3,0.9846856,0.056052848443416334,1e-06,0.9846513271331787,0.05605259719593177
4,0.9846842,0.05601105146219882,1e-06,0.9846668839454651,0.05601177843204822
5,0.9846904,0.05597007826502546,1e-06,0.9846559166908264,0.05597072531311803
0,0.9835015,0.05546736940099758,1e-06,0.9834675192832947,0.05547273493769494
1,0.98343635,0.055423082329286374,1e-06,0.9834848046302795,0.05543389062975562
2,0.98343635,0.05538416102050563,1e-06,0.983470618724823,0.05539400258544623
3,0.9834361,0.05534713850928467,1e-06,0.983466386795044,0.055357931100385345
4,0.9834388,0.055312117316712546,1e-06,0.9834414720535278,0.055323224831585825
5,0.98343045,0.055277580187716426,1e-06,0.9834761023521423,0.05528907217985114
0,0.9825146,0.05889225511611505,1e-06,0.9825920462608337,0.05881170934296879
1,0.98257494,0.05882505843769742,1e-06,0.9826200008392334,0.05876484519090221
2,0.98258644,0.0587778105808852,1e-06,0.9826275110244751,0.05871744383165506
3,0.98259073,0.05873208471332631,1e-06,0.9826618432998657,0.05867223246524378
4,0.98260146,0.05868853242979429,1e-06,0.9826495051383972,0.05862991066702454
5,0.98261344,0.05864690173400161,1e-06,0.9826712608337402,0.05858866343726053
0,0.98427904,0.05545018349127101,1e-06,0.9842865467071533,0.05542451963286068
1,0.9842908,0.055398719217270645,1e-06,0.9842843413352966,0.05539336581388517
2,0.9842914,0.05536870705112448,1e-06,0.9842365980148315,0.05536352573681856
3,0.98428553,0.055339150584073744,1e-06,0.9842744469642639,0.05533384616624317
4,0.98429096,0.05530990544451955,1e-06,0.9842690229415894,0.05530472127753034
5,0.9842866,0.055281708510581146,1e-06,0.9842763543128967,0.055276258467219966
0,0.98347574,0.05859101579065067,1e-06,0.9835773706436157,0.058561181190762625
1,0.9835174,0.05854104714409956,1e-06,0.9835136532783508,0.05851427907349025
2,0.98349506,0.05849265432405,1e-06,0.9835511445999146,0.05846544816645363
3,0.9834835,0.05844599678988634,1e-06,0.9835503101348877,0.05842020549211235
4,0.98348194,0.05840024179645812,1e-06,0.9834850430488586,0.05837403165013005
5,0.98345137,0.0583542457604563,1e-06,0.9835301637649536,0.058328521080854144
0,0.9834586,0.05330915627634849,1e-06,0.9839146137237549,0.053037333152979475
1,0.9839189,0.053023240624529185,1e-06,0.9839447140693665,0.05299014994628746
2,0.98394275,0.05297748979519602,1e-06,0.98395174741745,0.05294526534933681
3,0.9839789,0.05293286108433805,1e-06,0.9839240908622742,0.052901794065820594
4,0.98400587,0.052889869465883164,1e-06,0.984033465385437,0.05285911654609692
5,0.9840451,0.05284782579221133,1e-06,0.9840782284736633,0.05281823460775291
0,0.9833513,0.052908342483686956,1e-06,0.983398973941803,0.05289998004043985
1,0.9834264,0.05276686404629782,1e-06,0.9833784699440002,0.052855572881539796
2,0.98342496,0.052724412797757275,1e-06,0.9833740592002869,0.05281380296503578
3,0.98343027,0.05268297820196046,1e-06,0.9833676218986511,0.05277270357653339
4,0.98343104,0.05264273537899875,1e-06,0.9833831787109375,0.05273285096067888
5,0.98343766,0.05260364268715372,1e-06,0.9834040999412537,0.05269359256242136
0,0.982332,0.0528446768376423,1e-06,0.9824163317680359,0.052845865162216094
1,0.9824575,0.052769953705254384,1e-06,0.9823881387710571,0.05278981065680455
2,0.9824576,0.05271445826974402,1e-06,0.982413649559021,0.052734382252627506
3,0.98246557,0.05266155818947856,1e-06,0.9824147820472717,0.052683807554867026
4,0.98246956,0.05261106050224133,1e-06,0.9824329018592834,0.05263305329077883
5,0.9824682,0.0525616615760665,1e-06,0.9824389815330505,0.05258443333883404
0,0.98324645,0.051293365189980504,1e-06,0.9832372069358826,0.051263650757285145
1,0.9833225,0.051220516135016304,1e-06,0.983267068862915,0.05121535009064056
2,0.98335207,0.051174018694783184,1e-06,0.9832795858383179,0.05116805576601735
3,0.9833469,0.05112746362180697,1e-06,0.983318567276001,0.051121679109831834
4,0.98336494,0.051081994561021145,1e-06,0.9832919239997864,0.05107721369112186
5,0.9833603,0.05103790467847081,1e-06,0.9833164811134338,0.05103282935501398
0,0.9844003,0.04784232118998143,1e-06,0.9844827651977539,0.04787864721222951
1,0.9845146,0.047783917997118584,1e-06,0.9845484495162964,0.04782444738873454
2,0.984563,0.047730123772185905,1e-06,0.9846001267433167,0.047771161084273726
3,0.9845996,0.047678161551561474,1e-06,0.9846065640449524,0.047719916357246706
4,0.98462087,0.04762884359059015,1e-06,0.9846410155296326,0.04767071903461203
5,0.98465145,0.04757895923233297,1e-06,0.984684407711029,0.047621197370487624
0,0.9860778,0.04829591845997196,1e-06,0.9860120415687561,0.048251836612328194
1,0.9860165,0.04820514436935717,1e-06,0.9860133528709412,0.048206064499369275
2,0.9860172,0.04816275138347544,1e-06,0.9859999418258667,0.04816531365365674
3,0.98602414,0.048122007049290844,1e-06,0.9860200881958008,0.04812450760647321
4,0.9860343,0.04808240966027093,1e-06,0.9860620498657227,0.04808626369429711
5,0.9860494,0.04804408450284917,1e-06,0.9860430955886841,0.04804724299703638
0,0.9836726,0.06260423128497436,1e-06,0.9837164878845215,0.061315923210941925
1,0.98361117,0.060996055479850125,1e-06,0.9835358262062073,0.0608288339015156
2,0.9836477,0.06063569462635074,1e-06,0.9836421608924866,0.060519246010151656
3,0.98375845,0.06035938934607472,1e-06,0.9837525486946106,0.06028436538828615
4,0.9838491,0.060156754085308704,1e-06,0.9838097095489502,0.060106769738805216
5,0.9838885,0.06000467460243693,1e-06,0.9838423728942871,0.05997470520509035
6,0.98393375,0.05988562074096253,1e-06,0.9838894605636597,0.05986340642775349
7,0.98398924,0.05974129034032132,1e-06,0.9839680790901184,0.059676372386007225
8,0.9840684,0.05953158498497202,1e-06,0.9840240478515625,0.0594580477810008
9,0.98412305,0.059316757817531034,1e-06,0.9841139912605286,0.059248728215935756
10,0.98417467,0.05911200538401522,1e-06,0.9840958714485168,0.059047892929054456
11,0.9841441,0.058916227892275866,1e-06,0.9840674996376038,0.05885762378336269
12,0.9841431,0.05875659413051028,1e-06,0.9840991497039795,0.05875510830277691
13,0.9841665,0.058691613182767624,1e-06,0.984115719795227,0.05870003853821011
14,0.9841776,0.058636311157204385,1e-06,0.9841301441192627,0.05864541507296894
15,0.9841884,0.05858205837555826,1e-06,0.9841307401657104,0.05859142085024336
16,0.98419785,0.058529376681135635,1e-06,0.9841539859771729,0.058539557699823275
17,0.98421174,0.058477932467446016,1e-06,0.9841547608375549,0.058487660228821486
18,0.98423326,0.058427697614017796,1e-06,0.9841815233230591,0.058438526552630425
19,0.9842513,0.05837890384744423,1e-06,0.9841934442520142,0.05838941609334681
20,0.9842632,0.05833022377753018,1e-06,0.9842194318771362,0.058340242930112106
21,0.984283,0.0582817222092494,1e-06,0.9842413067817688,0.0582939240895873
0,0.9841769,0.059256884338685006,1e-06,0.9841201901435852,0.0593721864052241
1,0.98417497,0.059195993436933034,1e-06,0.9841156005859375,0.05932064005754744
2,0.9841747,0.05914608329058894,1e-06,0.9841126203536987,0.05927132289005032
3,0.9841738,0.05909680311266025,1e-06,0.9841104745864868,0.059221598304435144
4,0.984173,0.059048970389997776,1e-06,0.9840961694717407,0.059174477939502104
5,0.9841642,0.059001238863784645,1e-06,0.9840942621231079,0.05912621732820246
0,0.9823218,0.06106233456371817,1e-06,0.9823789000511169,0.06102358875757256
1,0.9823861,0.06101085243124056,1e-06,0.9823622703552246,0.0609784925587266
2,0.9823928,0.060967520803524106,1e-06,0.9823859930038452,0.06093534659174643
3,0.9824019,0.060926353916214954,1e-06,0.982387900352478,0.060896172953175585
4,0.98241013,0.06088783447164671,1e-06,0.9824117422103882,0.06085804450037352
5,0.98241055,0.06085183001925629,1e-06,0.9824000597000122,0.06082394759052123
0,0.98408425,0.05901504707774618,1e-06,0.98397296667099,0.05908217735626645
1,0.98405635,0.058964343474441606,1e-06,0.983991801738739,0.05903481297902634
2,0.9840718,0.058917328187195056,1e-06,0.9840300679206848,0.05898806343342479
3,0.9840969,0.05887095107424014,1e-06,0.984060525894165,0.05894229773206789
4,0.98410654,0.05882579604623348,1e-06,0.9840386509895325,0.05889838633761549
5,0.9841094,0.05878275530394172,1e-06,0.9840484857559204,0.05885573783806536
0,0.983379,0.05965697936785404,1e-06,0.9833199381828308,0.05975543818806916
1,0.9833805,0.05961240199876334,1e-06,0.9833343029022217,0.05971087110745196
2,0.98339534,0.05956734363323472,1e-06,0.98332679271698,0.05966617692703154
3,0.9834032,0.05952384265970841,1e-06,0.9833371639251709,0.0596243623992952
4,0.98340195,0.05948209788840809,1e-06,0.983361005783081,0.059582349262669594
5,0.98340666,0.059440766388832986,1e-06,0.9833443760871887,0.05954145094096938
0,0.98147017,0.06081180472639188,1e-06,0.9815565943717957,0.06062177566349617
1,0.9814797,0.06076473075988521,1e-06,0.9815477132797241,0.060576819419744875
2,0.9814816,0.06072024974597074,1e-06,0.9815531969070435,0.06053213333857408
3,0.9814935,0.06067639998555661,1e-06,0.9816361665725708,0.06048959459913609
4,0.9815163,0.060633309791275625,1e-06,0.9815927743911743,0.060446941053414416
5,0.98151636,0.06059250707391388,1e-06,0.9816048741340637,0.06040680740528195
0,0.9851163,0.05443807278763899,1e-06,0.9851635098457336,0.054081962807478456
1,0.98525786,0.0539018175814838,1e-06,0.9853586554527283,0.05383933121322023
2,0.9854565,0.053734524065994736,1e-06,0.9854764938354492,0.05369901217775854
3,0.9854905,0.05361041126325229,1e-06,0.985454797744751,0.053589508579048595
4,0.98545927,0.05350808530698367,1e-06,0.9854317307472229,0.05348941818629552
5,0.98545295,0.05339920812301806,1e-06,0.9854100346565247,0.053370209966355574
6,0.9854476,0.05327185050682315,1e-06,0.9854450821876526,0.05323527166793719
7,0.98548245,0.0531359513733637,1e-06,0.9854848384857178,0.05310114943235146
8,0.98546183,0.053009700189953844,1e-06,0.985417902469635,0.0529815079769827
9,0.98538285,0.052894287160456334,1e-06,0.9853489995002747,0.05287492782815813
10,0.98532337,0.052799880472142374,1e-06,0.9852712750434875,0.052790502696044836
11,0.9852773,0.05272984957123789,1e-06,0.9852485656738281,0.05273681254322569
12,0.9852814,0.05268261602996181,1e-06,0.9852725863456726,0.05269222554366937
13,0.98529005,0.05263704419655383,1e-06,0.9852825403213501,0.05264614070271141
14,0.98529446,0.052592067910908806,1e-06,0.9852911233901978,0.052602047784861536
15,0.9853001,0.05254813997486669,1e-06,0.985304057598114,0.05255753621959347
16,0.9853275,0.05250637853206498,1e-06,0.9853323101997375,0.0525185466840599
17,0.98535556,0.05246715856326973,1e-06,0.9853476881980896,0.052479285764778026
18,0.9853739,0.05242859134453091,1e-06,0.985357403755188,0.052441462185914105
0,0.98406667,0.052719791928248425,1e-06,0.9840661287307739,0.052648187810612514
1,0.98404896,0.052666715303763774,1e-06,0.9840655326843262,0.0526090513260334
2,0.9840756,0.052628027689919483,1e-06,0.98408442735672,0.05257107425475839
3,0.9840975,0.05259124787481414,1e-06,0.9841310381889343,0.05253625551192493
4,0.98412144,0.052555019068448595,1e-06,0.9840922355651855,0.05249933978952854
5,0.9841231,0.05251940739722738,1e-06,0.9841295480728149,0.05246453152220267
0,0.983839,0.053532647015038286,1e-06,0.9838469624519348,0.05348770738482506
1,0.9838442,0.0535008519999399,1e-06,0.98386549949646,0.05345768070625129
2,0.98385084,0.05347043000439677,1e-06,0.98387211561203,0.05342748488066715
3,0.9838596,0.05344046681023773,1e-06,0.9838387966156006,0.05339837702172224
4,0.98386765,0.053411564279346214,1e-06,0.983856201171875,0.05336968073753725
5,0.98387057,0.05338264450810075,1e-06,0.9839138984680176,0.05334271331183492
0,0.9849157,0.0541228951090113,1e-06,0.9848523736000061,0.05402989439690038
1,0.9848753,0.05408357247213477,1e-06,0.9849615097045898,0.05399457024151868
2,0.9848992,0.05404894223650372,1e-06,0.9849948883056641,0.05396068641560745
3,0.9849272,0.05401616879367559,1e-06,0.9849439859390259,0.053929066428401146
4,0.9849429,0.05398470215608378,1e-06,0.984963595867157,0.053898614221771564
5,0.98496616,0.053954239029513566,1e-06,0.9850226044654846,0.053867947508181024
0,0.9836156,0.05344129750955856,1e-06,0.9836059212684631,0.05342188942593079
1,0.9836211,0.05335730778027019,1e-06,0.9835598468780518,0.05336313690906055
2,0.9835897,0.05329964830552482,1e-06,0.9835383892059326,0.053306719380397244
3,0.9835387,0.05324562792325314,1e-06,0.983471691608429,0.053254370365702686
4,0.98351395,0.0531940090331287,1e-06,0.9835008382797241,0.05320224958734347
